,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
7466,SCHOOL SECRETARY,1.0,"$ 62,991",Secretary,,K354,2020
7467,ENGLISH LANGUAGE ARTS,1.0,"$ 87,422",Homeroom Teacher,SELF-CONTAINED SP ED,K354,2020
7468,ENGLISH LANGUAGE ARTS,5.0,"$ 518,177",Homeroom Teacher,WHOLE CLASS,K354,2020
7469,ENGLISH LANGUAGE ARTS,6.0,"$ 605,599",Homeroom Teacher,Sub-Total,K354,2020
7470,HUMANITIES,1.0,"$ 87,422",Homeroom Teacher,WHOLE CLASS,K354,2020
7471,MATH,4.0,"$ 352,008",Homeroom Teacher,WHOLE CLASS,K354,2020
7472,SCIENCE - CHEMISTRY,1.0,"$ 87,422",Homeroom Teacher,WHOLE CLASS,K354,2020
7473,SOCIAL STUDIES,1.0,"$ 87,422",Homeroom Teacher,WHOLE CLASS,K354,2020
7474,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 374,627",Homeroom Teacher,ICT - Special Ed Teacher,K354,2020
7475,ARTS,1.0,"$ 87,422",Cluster/Quota Teacher,WHOLE CLASS,K354,2020
7476,DANCE ALL OTHER,1.0,"$ 87,422",Cluster/Quota Teacher,WHOLE CLASS,K354,2020
7477,ESL,0.0,"$ 7,844",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2020
7478,ESL,1.0,"$ 87,422",Cluster/Quota Teacher,WHOLE CLASS,K354,2020
7479,ESL,1.0,"$ 95,266",Cluster/Quota Teacher,Sub-Total,K354,2020
7480,FL - CHINESE,1.0,"$ 87,422",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2020
7481,MATH,0.0,$ 393,Cluster/Quota Teacher,WHOLE CLASS,K354,2020
7482,PHYSICAL EDUCATION,2.0,"$ 174,844",Cluster/Quota Teacher,WHOLE CLASS,K354,2020
7483,SCIENCE - GENERAL SCIENCE,2.0,"$ 182,344",Cluster/Quota Teacher,WHOLE CLASS,K354,2020
7484,SETSS,1.0,"$ 87,422",Special Needs - Support Services,PULL-OUT -all students,K354,2020
7485,SPEECH,1.0,"$ 96,693",Special Needs - Support Services,PULL-OUT -all students,K354,2020
7486,GUIDANCE COUNSELOR,1.0,"$ 113,596",Guidance/Social Workers,,K354,2020
7487,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 26,100",SBST,,K354,2020
7488,SCHOOL PSYCHOLOGIST,1.0,"$ 145,632",SBST,,K354,2020
7489,IEP-CRISIS MANAGEMENT(CIT),6.0,"$ 182,513",Paraprofessionals,,K354,2020
7490,IEP-HEALTH,2.0,"$ 94,805",Paraprofessionals,,K354,2020
7491,IEP-TOILETING,1.0,"$ 61,696",Paraprofessionals,,K354,2020
7492,School Aides and Other Support Staff,0.0,"$ 33,870",School Aides and Other Support Staff,,K354,2020
7493,OUTREACH,0.0,"$ 30,010",Family Workers,,K354,2020
7494,STAFF DEVELOPMENT,0.0,"$ 19,025",Professional/Curriculum Development,,K354,2020
7495,ABSENCE COVERAGE,,"$ 121,906",Per Diem,,K354,2020
7496,IEP-HEALTH,,"$ 15,000",Per Diem,,K354,2020
7497,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 351,391",Per Session,,K354,2020
7498,Counseling - Mandated,,"$ 3,337",Per Session,,K354,2020
7499,PARENT INVOLVEMENT,,"$ 2,838",Per Session,,K354,2020
7500,PROFESSIONAL DEVELOPMENT,,"$ 2,263",Per Session,,K354,2020
7501,PUPIL PERSONNEL SERVICES,,"$ 2,000",Per Session,,K354,2020
7502,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 50,000",OTPS,,K354,2020
7503,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 2,277",OTPS,,K354,2020
7504,EDUCATIONAL CONSULTANTS,,"$ 30,229",OTPS,,K354,2020
7505,EDUCATIONAL SOFTWARE,,"$ 30,046",OTPS,,K354,2020
7506,EQUIPMENT - GENERAL,,"$ 48,644",OTPS,,K354,2020
7507,FURNITURE (OBJECT 300),,"$ 25,000",OTPS,,K354,2020
7508,LIBRARY BOOKS,,"$ 73,820",OTPS,,K354,2020
7509,NON-CONTRACTUAL SERVICES,,"$ 25,387",OTPS,,K354,2020
7510,NON-DP EQUIPMENT REPAIR,,"$ 1,420",OTPS,,K354,2020
7511,SUPPLIES - GENERAL,,"$ 144,459",OTPS,,K354,2020
7512,TELECOMMUNICATION CONTRACTS,,"$ 1,000",OTPS,,K354,2020
7513,TEXTBOOKS,,"$ 38,465",OTPS,,K354,2020
7514,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 9,545",OTPS,,K354,2020
7515,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 5,450",OTPS,,K354,2020
7516,ELA Math Scoring Set Aside,,"$ 5,750",Setasides,,K354,2020
7517,School Funded Copier,,"$ 8,568",Setasides,,K354,2020
7518,People Working Partial Year,,"$ 57,633",People Working Partial Year,,K354,2020
7519,Main School,43.0,"$ 4,778,216",School Site,,K354,2020
7520,HEAD OF SCHOOL,1.0,"$ 174,538",Leadership,,K354,2019
7521,ASST HEAD OF SCHOOL,2.0,"$ 216,781",Leadership,,K354,2019
7522,PARENT COORDINATOR,1.0,"$ 40,929",Coordinator/Supervisor/Dean,,K354,2019
7523,SCHOOL SECRETARY,1.0,"$ 60,712",Secretary,,K354,2019
7524,ENGLISH LANGUAGE ARTS,5.0,"$ 470,918",Homeroom Teacher,WHOLE CLASS,K354,2019
7525,HUMANITIES,1.0,"$ 81,038",Homeroom Teacher,WHOLE CLASS,K354,2019
7526,MATH,5.0,"$ 407,389",Homeroom Teacher,WHOLE CLASS,K354,2019
7527,SCIENCE - CHEMISTRY,1.0,"$ 81,038",Homeroom Teacher,WHOLE CLASS,K354,2019
7528,SCIENCE - GENERAL SCIENCE,1.0,"$ 81,038",Homeroom Teacher,WHOLE CLASS,K354,2019
7529,SOCIAL STUDIES,1.0,"$ 81,038",Homeroom Teacher,WHOLE CLASS,K354,2019
7530,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 263,285",Homeroom Teacher,ICT - Special Ed Teacher,K354,2019
7531,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 81,038",Homeroom Teacher,WHOLE CLASS,K354,2019
7532,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 344,323",Homeroom Teacher,Sub-Total,K354,2019
7533,ARTS,1.0,"$ 81,038",Cluster/Quota Teacher,WHOLE CLASS,K354,2019
7534,DANCE ALL OTHER,1.0,"$ 81,038",Cluster/Quota Teacher,WHOLE CLASS,K354,2019
7535,ENGLISH LANGUAGE ARTS,1.0,"$ 81,038",Cluster/Quota Teacher,SELF-CONTAINED SP ED,K354,2019
7536,ENGLISH LANGUAGE ARTS,0.0,"$ 10,815",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2019
7537,ENGLISH LANGUAGE ARTS,1.0,"$ 91,853",Cluster/Quota Teacher,Sub-Total,K354,2019
7538,ESL,0.0,"$ 56,004",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2019
7539,FL - CHINESE,1.0,"$ 81,038",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2019
7540,FL - SPANISH,1.0,"$ 81,038",Cluster/Quota Teacher,WHOLE CLASS,K354,2019
7541,PHYSICAL EDUCATION,2.0,"$ 162,076",Cluster/Quota Teacher,WHOLE CLASS,K354,2019
7542,SCIENCE - GENERAL SCIENCE,1.0,"$ 81,038",Cluster/Quota Teacher,WHOLE CLASS,K354,2019
7543,SETSS,1.0,"$ 86,375",Special Needs - Support Services,PULL-OUT -all students,K354,2019
7544,SPEECH,1.0,"$ 93,637",Special Needs - Support Services,PULL-OUT -all students,K354,2019
7545,GUIDANCE COUNSELOR,1.0,"$ 104,221",Guidance/Social Workers,,K354,2019
7546,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 24,924",SBST,,K354,2019
7547,SCHOOL PSYCHOLOGIST,1.0,"$ 140,158",SBST,,K354,2019
7548,IEP-CRISIS MANAGEMENT(CIT),7.0,"$ 272,622",Paraprofessionals,,K354,2019
7549,IEP-HEALTH,3.0,"$ 124,288",Paraprofessionals,,K354,2019
7550,School Aides and Other Support Staff,0.0,"$ 31,532",School Aides and Other Support Staff,,K354,2019
7551,OUTREACH,0.0,"$ 24,924",Family Workers,,K354,2019
7552,MATH COACH,0.0,"$ 16,718",Professional/Curriculum Development,,K354,2019
7553,ABSENCE COVERAGE,,"$ 25,142",Per Diem,,K354,2019
7554,IEP-CRISIS MANAGEMENT(CIT),,"$ 46,246",Per Diem,,K354,2019
7555,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 263,243",Per Session,,K354,2019
7556,PARENT INVOLVEMENT,,"$ 1,671",Per Session,,K354,2019
7557,PROFESSIONAL DEVELOPMENT,,"$ 8,000",Per Session,,K354,2019
7558,SUMMER STUDENT PROGRAMS,,"$ 16,412",Per Session,,K354,2019
7559,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 18,500",OTPS,,K354,2019
7560,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 2,406",OTPS,,K354,2019
7561,EDUCATIONAL CONSULTANTS,,"$ 10,976",OTPS,,K354,2019
7562,EDUCATIONAL SOFTWARE,,"$ 13,726",OTPS,,K354,2019
7563,EQUIPMENT - GENERAL,,"$ 2,747",OTPS,,K354,2019
7564,LIBRARY BOOKS,,"$ 1,570",OTPS,,K354,2019
7565,NON-CONTRACTUAL SERVICES,,"$ 15,213",OTPS,,K354,2019
7566,SUPPLIES - GENERAL,,"$ 58,379",OTPS,,K354,2019
7567,TELECOMMUNICATION CONTRACTS,,$ 500,OTPS,,K354,2019
7568,TEXTBOOKS,,"$ 19,593",OTPS,,K354,2019
7569,People Working Partial Year,,"$ 20,892",People Working Partial Year,,K354,2019
7570,CB GE All Other Salaries Set Aside,,"$ 4,564",Setasides,,K354,2019
7571,CB GE Classroom Teachers Set Aside,,"$ 18,626",Setasides,,K354,2019
7572,CB GE Pupil Support Services Set Aside,,$ 730,Setasides,,K354,2019
7573,CB SE All Other Salaries Set Aside,,"$ 3,401",Setasides,,K354,2019
7574,CB SE Classroom Teachers Set Aside,,"$ 1,629",Setasides,,K354,2019
7575,CB SE Pupil Support Services Set Aside,,"$ 13,390",Setasides,,K354,2019
7576,School Funded Copier,,"$ 8,568",Setasides,,K354,2019
7577,Main School,45.0,"$ 4,250,388",School Site,,K354,2019
7578,HEAD OF SCHOOL,1.0,"$ 178,802",Leadership,,K354,2018
7579,ASST HEAD OF SCHOOL,1.0,"$ 113,421",Leadership,,K354,2018
7580,AP - SUPERVISION,0.0,"$ 24,420",Leadership,,K354,2018
7581,DEAN,1.0,"$ 77,257",Coordinator/Supervisor/Dean,,K354,2018
7582,PARENT COORDINATOR,1.0,"$ 40,929",Coordinator/Supervisor/Dean,,K354,2018
7583,SCHOOL SECRETARY,1.0,"$ 57,745",Secretary,,K354,2018
7584,ENGLISH LANGUAGE ARTS,1.0,"$ 82,362",Homeroom Teacher,ICT - General Ed Teacher,K354,2018
7585,ENGLISH LANGUAGE ARTS,3.0,"$ 282,920",Homeroom Teacher,WHOLE CLASS,K354,2018
7586,ENGLISH LANGUAGE ARTS,4.0,"$ 365,282",Homeroom Teacher,Sub-Total,K354,2018
7587,HUMANITIES,1.0,"$ 77,257",Homeroom Teacher,WHOLE CLASS,K354,2018
7588,MATH,4.0,"$ 289,317",Homeroom Teacher,WHOLE CLASS,K354,2018
7589,SCIENCE - CHEMISTRY,1.0,"$ 77,257",Homeroom Teacher,WHOLE CLASS,K354,2018
7590,SCIENCE - GENERAL SCIENCE,1.0,"$ 77,257",Homeroom Teacher,WHOLE CLASS,K354,2018
7591,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 250,449",Homeroom Teacher,ICT - Special Ed Teacher,K354,2018
7592,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 77,257",Homeroom Teacher,WHOLE CLASS,K354,2018
7593,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 327,706",Homeroom Teacher,Sub-Total,K354,2018
7594,ARTS,1.0,"$ 77,002",Cluster/Quota Teacher,WHOLE CLASS,K354,2018
7595,DANCE ALL OTHER,1.0,"$ 77,257",Cluster/Quota Teacher,WHOLE CLASS,K354,2018
7596,ENGLISH LANGUAGE ARTS,1.0,"$ 77,257",Cluster/Quota Teacher,SELF-CONTAINED SP ED,K354,2018
7597,ESL,0.0,"$ 40,718",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2018
7598,FL - CHINESE,0.5,"$ 36,689",Cluster/Quota Teacher,SUBJECT SPECIFIC,K354,2018
7599,FL - SPANISH,1.0,"$ 77,257",Cluster/Quota Teacher,WHOLE CLASS,K354,2018
7600,PHYSICAL EDUCATION,2.0,"$ 154,514",Cluster/Quota Teacher,WHOLE CLASS,K354,2018
7601,SCIENCE - GENERAL SCIENCE,1.0,"$ 77,257",Cluster/Quota Teacher,WHOLE CLASS,K354,2018
7602,SETSS,1.0,"$ 77,257",Special Needs - Support Services,PULL-OUT -all students,K354,2018
7603,SPEECH,1.0,"$ 90,166",Special Needs - Support Services,PULL-OUT -all students,K354,2018
7604,GUIDANCE COUNSELOR,1.0,"$ 99,625",Guidance/Social Workers,,K354,2018
7605,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 7,731",SBST,,K354,2018
7606,SCHOOL PSYCHOLOGIST,1.0,"$ 115,741",SBST,,K354,2018
7607,IEP-CRISIS MANAGEMENT(CIT),8.0,"$ 247,055",Paraprofessionals,,K354,2018
7608,IEP-HEALTH,4.0,"$ 157,511",Paraprofessionals,,K354,2018
7609,School Aides and Other Support Staff,0.0,"$ 31,850",School Aides and Other Support Staff,,K354,2018
7610,OUTREACH,0.0,"$ 36,232",Family Workers,,K354,2018
7611,ABSENCE COVERAGE,,"$ 26,868",Per Diem,,K354,2018
7612,IEP-CRISIS MANAGEMENT(CIT),,"$ 45,502",Per Diem,,K354,2018
7613,IEP-HEALTH,,$ 500,Per Diem,,K354,2018
7614,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 248,383",Per Session,,K354,2018
7615,Counseling - Mandated,,"$ 4,221",Per Session,,K354,2018
7616,PARENT INVOLVEMENT,,"$ 2,676",Per Session,,K354,2018
7617,PROFESSIONAL DEVELOPMENT,,"$ 14,713",Per Session,,K354,2018
7618,SUMMER STUDENT PROGRAMS,,"$ 10,000",Per Session,,K354,2018
7619,ACADEMIC,,"$ 41,352",Pro Rata,,K354,2018
7620,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 31,000",OTPS,,K354,2018
7621,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 9,543",OTPS,,K354,2018
7622,EDUCATIONAL CONSULTANTS,,"$ 16,963",OTPS,,K354,2018
7623,EDUCATIONAL SOFTWARE,,"$ 4,066",OTPS,,K354,2018
7624,EQUIPMENT - GENERAL,,"$ 33,834",OTPS,,K354,2018
7625,FURNITURE (OBJECT 300),,"$ 2,252",OTPS,,K354,2018
7626,LIBRARY BOOKS,,"$ 1,353",OTPS,,K354,2018
7627,NON-CONTRACTUAL SERVICES,,"$ 21,623",OTPS,,K354,2018
7628,SUPPLIES - GENERAL,,"$ 52,701",OTPS,,K354,2018
7629,TELECOMMUNICATION CONTRACTS,,"$ 2,168",OTPS,,K354,2018
7630,TEXTBOOKS,,"$ 22,604",OTPS,,K354,2018
7631,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 1,306",OTPS,,K354,2018
7632,Not Available,,"$ 12,851",Sixth period coverage,,K354,2018
7633,People Working Partial Year,,"$ 64,256",People Working Partial Year,,K354,2018
7634,School Funded Copier,,"$ 8,568",Setasides,,K354,2018
7635,Main School,43.5,"$ 3,867,072",School Site,,K354,2018
7636,HEAD OF SCHOOL,1.0,"$ 182,053",Leadership,,K353,2022
7637,ASST HEAD OF SCHOOL,1.0,"$ 134,005",Leadership,,K353,2022
7638,PARENT COORDINATOR,1.0,"$ 43,968",Coordinator/Supervisor/Dean,,K353,2022
7639,School Secretary,1.0,"$ 69,124",Secretary,,K353,2022
7640,ENGLISH LANGUAGE ARTS,1.0,"$ 89,139",Homeroom Teacher,WHOLE CLASS,K353,2022
7641,MATH,1.0,"$ 124,312",Homeroom Teacher,WHOLE CLASS,K353,2022
7642,SCIENCE - EARTH SCIENCE,1.0,"$ 94,045",Homeroom Teacher,WHOLE CLASS,K353,2022
7643,SOCIAL STUDIES,1.0,"$ 117,531",Homeroom Teacher,WHOLE CLASS,K353,2022
7644,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 294,958",Homeroom Teacher,ICT - Special Ed Teacher,K353,2022
7645,ARTS,1.0,"$ 89,139",Cluster/Quota Teacher,SUBJECT SPECIFIC,K353,2022
7646,ESL,1.0,"$ 89,139",Cluster/Quota Teacher,SUBJECT SPECIFIC,K353,2022
7647,PHYSICAL EDUCATION,1.0,"$ 89,139",Cluster/Quota Teacher,WHOLE CLASS,K353,2022
7648,SETSS,1.0,"$ 89,139",Special Needs - Support Services,PUSH IN/PULL OUT,K353,2022
7649,SPEECH,1.0,"$ 103,083",Special Needs - Support Services,PUSH IN/PULL OUT,K353,2022
7650,Guidance Counselor,1.0,"$ 111,162",Guidance/Social Workers,,K353,2022
7651,CLASSROOM - Special Ed,1.0,"$ 41,003",Paraprofessionals,,K353,2022
7652,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 58,429",Paraprofessionals,,K353,2022
7653,School Aides and Other Support Staff,0.0,"$ 65,593",School Aides and Other Support Staff,,K353,2022
7654,OUTREACH,0.0,"$ 33,345",Family Workers,,K353,2022
7655,HUMANITIES,1.0,"$ 89,139",Professional/Curriculum Development,,K353,2022
7656,ABSENCE COVERAGE,,"$ 126,815",Per Diem,,K353,2022
7657,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 53,518",Per Session,,K353,2022
7658,PROFESSIONAL DEVELOPMENT,,"$ 7,584",Per Session,,K353,2022
7659,SPECIAL ED INSTRUCTIONAL PGMS,,"$ 24,159",Per Session,,K353,2022
7660,SUMMER STUDENT PROGRAMS,,"$ 25,847",Per Session,,K353,2022
7661,Data Processing Repair - Contractual,,"$ 3,294",OTPS,,K353,2022
7662,Educational Consultants,,"$ 4,508",OTPS,,K353,2022
7663,Educational Software,,"$ 18,425",OTPS,,K353,2022
7664,Equipment - General,,"$ 17,579",OTPS,,K353,2022
7665,Furniture Object 300,,"$ 1,169",OTPS,,K353,2022
7666,Library Books,,$ 889,OTPS,,K353,2022
7667,Non-Contractual Services,,"$ 18,782",OTPS,,K353,2022
7668,Overtime Admin,,$ 500,OTPS,,K353,2022
7669,Supplies - General,,"$ 63,958",OTPS,,K353,2022
7670,Textbooks,,"$ 9,157",OTPS,,K353,2022
7671,Transportation of Pupils - Contractual,,"$ 8,491",OTPS,,K353,2022
7672,O to Q Grievance Set Aside,,"$ 19,000",Setasides,,K353,2022
7673,School Funded Copier,,"$ 5,904",Setasides,,K353,2022
7674,People Working Partial Year,,"$ 61,559",People Working Partial Year,,K353,2022
7675,Main School,21.0,"$ 2,478,583",School Site,,K353,2022
7676,HEAD OF SCHOOL,1.0,"$ 168,663",Leadership,,K353,2021
7677,ASST HEAD OF SCHOOL,1.0,"$ 130,351",Leadership,,K353,2021
7678,PARENT COORDINATOR,1.0,"$ 42,099",Coordinator/Supervisor/Dean,,K353,2021
7679,School Secretary,1.0,"$ 67,757",Secretary,,K353,2021
7680,HUMANITIES,1.0,"$ 104,630",Homeroom Teacher,WHOLE CLASS,K353,2021
7681,MATH,1.0,"$ 116,610",Homeroom Teacher,WHOLE CLASS,K353,2021
7682,SCIENCE - EARTH SCIENCE,1.0,"$ 82,381",Homeroom Teacher,WHOLE CLASS,K353,2021
7683,SOCIAL STUDIES,1.0,"$ 106,635",Homeroom Teacher,WHOLE CLASS,K353,2021
7684,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 257,330",Homeroom Teacher,ICT - Special Ed Teacher,K353,2021
7685,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 82,381",Homeroom Teacher,SELF-CONTAINED SP ED,K353,2021
7686,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 339,711",Homeroom Teacher,Sub-Total,K353,2021
7687,ARTS,1.0,"$ 82,381",Cluster/Quota Teacher,SUBJECT SPECIFIC,K353,2021
7688,ESL,1.0,"$ 82,381",Cluster/Quota Teacher,SUBJECT SPECIFIC,K353,2021
7689,PHYSICAL EDUCATION,1.0,"$ 82,381",Cluster/Quota Teacher,WHOLE CLASS,K353,2021
7690,SETSS,1.0,"$ 82,381",Special Needs - Support Services,PUSH IN/PULL OUT,K353,2021
7691,SPEECH,1.0,"$ 99,109",Special Needs - Support Services,PUSH IN/PULL OUT,K353,2021
7692,Guidance Counselor,0.8,"$ 73,143",Guidance/Social Workers,,K353,2021
7693,CLASSROOM - Special Ed,1.0,"$ 39,295",Paraprofessionals,,K353,2021
7694,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 94,745",Paraprofessionals,,K353,2021
7695,School Aides and Other Support Staff,0.0,"$ 65,127",School Aides and Other Support Staff,,K353,2021
7696,OUTREACH,0.0,"$ 32,678",Family Workers,,K353,2021
7697,ABSENCE COVERAGE,,"$ 43,096",Per Diem,,K353,2021
7698,IEP-CRISIS MANAGEMENT(CIT),,"$ 24,000",Per Diem,,K353,2021
7699,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 19,583",Per Session,,K353,2021
7700,PARENT INVOLVEMENT,,$ 481,Per Session,,K353,2021
7701,PROFESSIONAL DEVELOPMENT,,"$ 5,720",Per Session,,K353,2021
7702,PUPIL PERSONNEL SERVICES,,$ 300,Per Session,,K353,2021
7703,SUMMER STUDENT PROGRAMS,,"$ 3,378",Per Session,,K353,2021
7704,Curriculum & Staff Development Contracts,,"$ 10,000",OTPS,,K353,2021
7705,Data Processing Repair - Contractual,,"$ 5,566",OTPS,,K353,2021
7706,Educational Software,,"$ 19,652",OTPS,,K353,2021
7707,Equipment - General,,"$ 13,056",OTPS,,K353,2021
7708,Furniture Object 300,,"$ 24,212",OTPS,,K353,2021
7709,Library Books,,$ 994,OTPS,,K353,2021
7710,Non-Contractual Services,,"$ 10,886",OTPS,,K353,2021
7711,Office Temp Services - Contractual,,"$ 1,037",OTPS,,K353,2021
7712,Supplies - General,,"$ 59,978",OTPS,,K353,2021
7713,Textbooks,,"$ 16,477",OTPS,,K353,2021
7714,School Funded Copier,,"$ 5,904",Setasides,,K353,2021
7715,People Working Partial Year,,"$ 13,078",People Working Partial Year,,K353,2021
7716,Main School,20.8,"$ 2,169,856",School Site,,K353,2021
7717,HEAD OF SCHOOL,1.0,"$ 161,560",Leadership,,K353,2020
7718,ASST HEAD OF SCHOOL,1.0,"$ 124,678",Leadership,,K353,2020
7719,PARENT COORDINATOR,1.0,"$ 37,879",Coordinator/Supervisor/Dean,,K353,2020
7720,SCHOOL SECRETARY,1.0,"$ 64,981",Secretary,,K353,2020
7721,ENGLISH LANGUAGE ARTS,1.0,"$ 78,425",Homeroom Teacher,WHOLE CLASS,K353,2020
7722,HUMANITIES,1.0,"$ 78,425",Homeroom Teacher,WHOLE CLASS,K353,2020
7723,MATH,1.0,"$ 104,330",Homeroom Teacher,WHOLE CLASS,K353,2020
7724,SCIENCE - EARTH SCIENCE,1.0,"$ 78,425",Homeroom Teacher,WHOLE CLASS,K353,2020
7725,SOCIAL STUDIES,1.0,"$ 90,925",Homeroom Teacher,WHOLE CLASS,K353,2020
7726,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 245,101",Homeroom Teacher,ICT - Special Ed Teacher,K353,2020
7727,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 78,425",Homeroom Teacher,SELF-CONTAINED SP ED,K353,2020
7728,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 323,526",Homeroom Teacher,Sub-Total,K353,2020
7729,ARTS,1.0,"$ 78,425",Cluster/Quota Teacher,SUBJECT SPECIFIC,K353,2020
7730,ESL,1.0,"$ 78,425",Cluster/Quota Teacher,SUBJECT SPECIFIC,K353,2020
7731,PHYSICAL EDUCATION,1.0,"$ 81,745",Cluster/Quota Teacher,WHOLE CLASS,K353,2020
7732,SETSS,1.0,"$ 78,425",Special Needs - Support Services,PUSH IN/PULL OUT,K353,2020
7733,SPEECH,1.0,"$ 96,693",Special Needs - Support Services,PUSH IN/PULL OUT,K353,2020
7734,GUIDANCE COUNSELOR,1.0,"$ 103,231",Guidance/Social Workers,,K353,2020
7735,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 53,503",Paraprofessionals,,K353,2020
7736,IEP-HEALTH,1.0,"$ 38,197",Paraprofessionals,,K353,2020
7737,School Aides and Other Support Staff,0.0,"$ 66,513",School Aides and Other Support Staff,,K353,2020
7738,OUTREACH,0.0,"$ 32,291",Family Workers,,K353,2020
7739,ABSENCE COVERAGE,,"$ 4,154",Per Diem,,K353,2020
7740,IEP-CRISIS MANAGEMENT(CIT),,"$ 49,309",Per Diem,,K353,2020
7741,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 45,506",Per Session,,K353,2020
7742,Counseling - Mandated,,"$ 1,661",Per Session,,K353,2020
7743,PARENT INVOLVEMENT,,$ 921,Per Session,,K353,2020
7744,PUPIL PERSONNEL SERVICES,,$ 854,Per Session,,K353,2020
7745,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 19,250",OTPS,,K353,2020
7746,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 5,566",OTPS,,K353,2020
7747,EDUCATIONAL CONSULTANTS,,"$ 17,760",OTPS,,K353,2020
7748,EDUCATIONAL SOFTWARE,,"$ 17,270",OTPS,,K353,2020
7749,EQUIPMENT - GENERAL,,"$ 17,793",OTPS,,K353,2020
7750,FURNITURE (OBJECT 300),,"$ 6,716",OTPS,,K353,2020
7751,LIBRARY BOOKS,,"$ 1,064",OTPS,,K353,2020
7752,NON-CONTRACTUAL SERVICES,,"$ 16,293",OTPS,,K353,2020
7753,OFFICE TEMP SERVICES - CONTRACTUAL,,$ 810,OTPS,,K353,2020
7754,SUPPLIES - GENERAL,,"$ 21,372",OTPS,,K353,2020
7755,TELEPHONE AND OTHER COMMUNICATIONS,,"$ 4,397",OTPS,,K353,2020
7756,TEXTBOOKS,,$ 937,OTPS,,K353,2020
7757,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 10,478",OTPS,,K353,2020
7758,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 17,552",OTPS,,K353,2020
7759,School Funded Copier,,"$ 5,904",Setasides,,K353,2020
7760,People Working Partial Year,,"$ 24,010",People Working Partial Year,,K353,2020
7761,Main School,22.0,"$ 2,140,179",School Site,,K353,2020
7762,HEAD OF SCHOOL,1.0,"$ 159,360",Leadership,,K353,2019
7763,ASST HEAD OF SCHOOL,1.0,"$ 120,072",Leadership,,K353,2019
7764,PARENT COORDINATOR,1.0,"$ 25,020",Coordinator/Supervisor/Dean,,K353,2019
7765,SCHOOL SECRETARY,1.0,"$ 62,733",Secretary,,K353,2019
7766,ENGLISH LANGUAGE ARTS,2.0,"$ 153,382",Homeroom Teacher,WHOLE CLASS,K353,2019
7767,HUMANITIES,1.0,"$ 76,691",Homeroom Teacher,WHOLE CLASS,K353,2019
7768,MATH,2.0,"$ 183,242",Homeroom Teacher,WHOLE CLASS,K353,2019
7769,SCIENCE - EARTH SCIENCE,1.0,"$ 76,691",Homeroom Teacher,WHOLE CLASS,K353,2019
