,location_code,fiscal_year,allocation_category,amount
18,M175,2022,TL Parent Coordinator,"$ 38,235"
19,M175,2022,TL Parent Coordinator OTPS,$ 500
20,M175,2022,TL RS IEP Para,"$ 41,003"
21,M175,2022,TL RS Mandated Counseling Shared,"$ 56,162"
22,M175,2022,TL RS Mandated Speech Shared,"$ 103,083"
23,M175,2022,TL RS Occupational Therapist PS Shared,"$ 9,895"
24,M175,2022,TL RS Physical Therapist PS Shared,"$ 81,663"
25,M175,2022,TL RS Speech Sixth Period Coverage,"$ 12,305"
26,M175,2022,TL SBST Shared,"$ 135,089"
27,M175,2022,TL School to School Summer Rising Transfers Shared,"$ 15,978"
0,M175,2022,TL Situation Room,"$ 2,541"
1,M175,2022,TL Summer Rising Shared,"$ 1,003"
2,M175,2022,TL Summer Rising Support Shared,"$ 12,090"
3,M175,2022,TL Translation Services,"$ 1,193"
0,M175,2021,3K for All,"$ 439,680"
1,M175,2021,4K for All,"$ 439,680"
2,M175,2021,AIDP,"$ 29,792"
3,M175,2021,AIDP STH School and Site Based Shared,"$ 119,139"
4,M175,2021,Contract for Excellence FY 09,"$ 105,878"
5,M175,2021,High Need Support for Title I,"$ 9,346"
6,M175,2021,IDEA RS IEP Para,"$ 84,414"
7,M175,2021,Rollover Title IV Community Coordinator,"$ 13,358"
8,M175,2021,School Support Supplement,"$ 244,418"
9,M175,2021,State Misc. 16 - EDSVP,"$ 52,302"
10,M175,2021,Title I STH,"$ 4,800"
11,M175,2021,Title I STH Carry Over,"$ 4,800"
12,M175,2021,Title I SWP,"$ 237,534"
13,M175,2021,Title I SWP Carry Over,"$ 27,170"
14,M175,2021,Title I SWP Parent and Family Engagement,"$ 4,869"
15,M175,2021,Title I SWP Summer in the City,"$ 1,238"
16,M175,2021,Title I SWP Translation Services,"$ 1,712"
17,M175,2021,Title IIA Supplemental,"$ 57,508"
18,M175,2021,Title III LEP,"$ 12,366"
19,M175,2021,Title IV Community Coordinator,"$ 78,620"
20,M175,2021,Title IV Summer Rising Reopening Planning,"$ 2,370"
0,M175,2021,Title IV Well Rounded ELA Math Support,"$ 4,592"
1,M175,2021,TL Arts Studio,$ 560
2,M175,2021,TL Bridging the Gap,"$ 104,088"
3,M175,2021,TL CB School Staff,"$ 48,475"
4,M175,2021,TL Computer Maintenance,"$ 1,495"
5,M175,2021,TL Covid MY Register Loss Restoration,"$ 22,700"
6,M175,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 68,099"
7,M175,2021,TL CRRSA COVID Teacher Support,"$ 244,131"
8,M175,2021,TL ELA/Math Student Support,"$ 12,856"
9,M175,2021,TL Fair Student Funding,"$ 2,051,468"
10,M175,2021,TL HEW School Wellness Council,"$ 2,500"
11,M175,2021,TL Implicit Bias Awareness,"$ 1,324"
12,M175,2021,TL Instructional Leadership Framework,"$ 18,938"
13,M175,2021,TL NYSTL Library Books,"$ 1,751"
14,M175,2021,TL Parent Coordinator,"$ 38,235"
15,M175,2021,TL Parent Coordinator OTPS,$ 500
16,M175,2021,TL Periodic Assessment,"$ 1,500"
17,M175,2021,TL RS IEP Para,"$ 183,669"
18,M175,2021,TL RS Mandated Counseling Shared,"$ 55,059"
19,M175,2021,TL RS Mandated Speech Shared,"$ 99,109"
20,M175,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
21,M175,2021,TL RS Physical Therapist PS Shared,"$ 79,161"
22,M175,2021,TL SBST Shared,"$ 129,698"
23,M175,2021,TL School COVID Planning Supplement,"$ 4,796"
24,M175,2021,TL Summer in the City Shared,"$ 1,505"
25,M175,2021,TL Translation Services,"$ 1,200"
0,M175,2020,3K for All,"$ 511,151"
1,M175,2020,4K for All,"$ 432,455"
2,M175,2020,AIDP,"$ 29,792"
3,M175,2020,AIDP Family Worker Per Session,$ 858
4,M175,2020,AIDP STH School and Site Based Shared,"$ 119,917"
5,M175,2020,Contract for Excellence FY 09,"$ 105,878"
6,M175,2020,High Need Support for Title I,"$ 9,821"
7,M175,2020,IDEA RS IEP Para,"$ 66,023"
8,M175,2020,Rollover Title IV Community Coordinator,"$ 14,157"
9,M175,2020,School Support Supplement,"$ 238,349"
10,M175,2020,State Misc. 16 - EDSVP,"$ 53,061"
11,M175,2020,Title I SWP,"$ 239,671"
12,M175,2020,Title I SWP Parent and Family Engagement,"$ 2,421"
13,M175,2020,Title I SWP Translation Services,"$ 1,797"
14,M175,2020,Title IIA Supplemental,"$ 62,500"
15,M175,2020,Title III Immigrant,"$ 5,087"
16,M175,2020,Title III LEP,"$ 12,366"
17,M175,2020,Title IV Community Coordinator,"$ 83,277"
18,M175,2020,TL Arts Studio,"$ 2,595"
19,M175,2020,TL Bridging the Gap,"$ 103,102"
20,M175,2020,TL CB School Staff,"$ 43,102"
0,M175,2020,TL Computer Maintenance,"$ 1,495"
1,M175,2020,TL Continuous Improvement,"$ 16,000"
2,M175,2020,TL ELA/Math Student Support,"$ 16,145"
3,M175,2020,TL Fair Student Funding,"$ 2,103,971"
4,M175,2020,TL HEW School Wellness Council,"$ 1,000"
5,M175,2020,TL Instructional Leadership Framework,"$ 19,097"
6,M175,2020,TL MOSL,"$ 1,500"
7,M175,2020,TL NYSTL Hardware,"$ 3,019"
8,M175,2020,TL NYSTL Library Books,"$ 1,851"
9,M175,2020,TL NYSTL Software,"$ 2,986"
10,M175,2020,TL NYSTL Textbooks,"$ 6,904"
11,M175,2020,TL Parent Coordinator,"$ 37,878"
12,M175,2020,TL Parent Coordinator OTPS,$ 500
13,M175,2020,TL RS IEP Para,"$ 188,306"
14,M175,2020,TL RS Mandated Counseling Shared,"$ 58,433"
15,M175,2020,TL RS Mandated Speech Shared,"$ 96,693"
16,M175,2020,TL RS Occupational Therapist PS Shared,"$ 74,881"
17,M175,2020,TL RS Physical Therapist PS Shared,"$ 77,748"
18,M175,2020,TL RS Speech Sixth Period Coverage,"$ 10,853"
19,M175,2020,TL SBST Shared,"$ 162,827"
20,M175,2020,TL Summer in the City Shared,"$ 3,311"
21,M175,2020,TL Translation Services,"$ 1,055"
0,M175,2019,3K for All,"$ 294,867"
1,M175,2019,4K for All,"$ 435,782"
2,M175,2019,AIDP,"$ 31,360"
3,M175,2019,AIDP STH School and Site Based Shared,"$ 117,367"
4,M175,2019,Contract for Excellence FY 09,"$ 105,878"
5,M175,2019,IC Rev DOHMH Wellness Programs 99024,"$ 1,000"
6,M175,2019,IDEA RS IEP Para,"$ 78,045"
7,M175,2019,IDEA SBST Shared,"$ 140,158"
8,M175,2019,School Support Supplement,"$ 216,430"
9,M175,2019,Sequester Aid IDEA RS IEP Paras,"$ 8,339"
10,M175,2019,Sequester/2010 Census Title I SWP,"$ 9,314"
11,M175,2019,Sequester/2010 Census Title IIA,"$ 18,501"
12,M175,2019,State Misc. 16 EDSVP,"$ 52,936"
13,M175,2019,Title I SWP,"$ 216,947"
14,M175,2019,Title I SWP Parent and Family Engagement,"$ 2,191"
15,M175,2019,Title I SWP Translation Services,"$ 2,048"
16,M175,2019,Title IIA Supplemental,"$ 53,530"
17,M175,2019,Title III LEP,"$ 12,366"
18,M175,2019,Title IV Community Coordinator,"$ 83,277"
19,M175,2019,TL Arts Studio,"$ 1,700"
20,M175,2019,TL CB Per Session Per Diem Prep,"$ 1,263"
0,M175,2019,TL CB School Staff,"$ 27,307"
1,M175,2019,TL CB School Staff PK,"$ 6,182"
2,M175,2019,TL CB School Staff Related Services,"$ 1,956"
3,M175,2019,TL Computer Maintenance,"$ 4,311"
4,M175,2019,TL Core Curriculum Support,"$ 1,144"
5,M175,2019,TL ELA/Math Student Support,"$ 14,986"
6,M175,2019,TL Fair Student Funding,"$ 2,137,492"
7,M175,2019,TL FSF Floor Raise,"$ 52,496"
8,M175,2019,TL GE CB School Staff,"$ 27,340"
9,M175,2019,TL LEAP,"$ 1,250"
10,M175,2019,TL Long Term Absence,"$ 4,441"
11,M175,2019,TL MOSL,"$ 1,500"
12,M175,2019,TL NYSTL Library Books,"$ 1,807"
13,M175,2019,TL Parent Coordinator,"$ 35,592"
14,M175,2019,TL Parent Coordinator OTPS,$ 500
15,M175,2019,TL RS IEP Para,"$ 199,076"
16,M175,2019,TL RS Mandated Counseling Shared,"$ 58,736"
17,M175,2019,TL RS Mandated Speech Shared,"$ 93,637"
18,M175,2019,TL RS Physical Therapist PS Shared,"$ 75,864"
19,M175,2019,TL RS Speech Sixth Period Coverage,"$ 11,356"
20,M175,2019,TL SBST Shared,"$ 31,719"
21,M175,2019,TL SE CB School Staff,"$ 15,302"
22,M175,2019,TL Section 504,"$ 28,281"
23,M175,2019,TL Strong Schools Strong Communities,"$ 16,000"
24,M175,2019,TL Summer in the City Shared,"$ 5,534"
25,M175,2019,TL Teacher Career Pathway - Subsidy Allocation,$ 832
26,M175,2019,TL Translation Services,"$ 1,203"
27,M175,2019,TL Vision for School Improvement,"$ 19,097"
0,M175,2018,AIDP,"$ 31,677"
1,M175,2018,AIDP STH School and Site Based Shared,"$ 50,685"
2,M175,2018,Contract for Excellence FY 09,"$ 105,878"
3,M175,2018,IDEA RS IEP Para,"$ 99,273"
4,M175,2018,IDEA SBST Shared,"$ 71,638"
5,M175,2018,MBK FCEP D5 State Misc 76,"$ 1,785"
6,M175,2018,Pre-K,"$ 206,768"
7,M175,2018,School Support Supplement,"$ 209,144"
8,M175,2018,Sequester Aid IDEA RS IEP Paras,"$ 10,607"
9,M175,2018,Sequester/2010 Census Title I SWP,"$ 8,957"
10,M175,2018,Sequester/2010 Census Title IIA,"$ 9,421"
11,M175,2018,State Misc. 16 EDSVP,"$ 51,020"
12,M175,2018,Title I SWP,"$ 208,662"
13,M175,2018,Title I SWP Parent Involvement,"$ 2,108"
14,M175,2018,Title I SWP Translation Services,"$ 1,811"
15,M175,2018,Title IIA Supplemental,"$ 73,956"
16,M175,2018,Title III Immigrant,"$ 3,348"
17,M175,2018,Title III LEP,"$ 12,366"
18,M175,2018,TL Arts Studio,"$ 2,330"
19,M175,2018,TL ASA for ESD SVP,"$ 10,624"
20,M175,2018,TL CB School Staff,"$ 37,102"
0,M175,2018,TL CFES Open Schools Support Staff,"$ 6,504"
1,M175,2018,TL Computer Maintenance,"$ 4,721"
2,M175,2018,TL Core Curriculum Support,$ 572
3,M175,2018,TL E&E Universal Literacy,"$ 13,859"
4,M175,2018,TL ELA/Math Student Support,"$ 12,622"
5,M175,2018,TL Fair Student Funding,"$ 1,965,140"
6,M175,2018,TL FSF Post-IEP Support,$ 490
7,M175,2018,TL MOSL,"$ 1,500"
8,M175,2018,TL NYSTL Library Books,"$ 1,753"
9,M175,2018,TL NYSTL Textbooks,"$ 6,747"
10,M175,2018,TL Parent Coordinator,"$ 35,592"
11,M175,2018,TL Parent Coordinator OTPS,$ 500
12,M175,2018,TL RS IEP Para,"$ 248,483"
13,M175,2018,TL RS Mandated Counseling Shared,"$ 56,385"
14,M175,2018,TL RS Mandated Speech Shared,"$ 90,166"
15,M175,2018,TL RS Physical Therapist PS Shared,"$ 72,692"
16,M175,2018,TL RS Speech Sixth Period Coverage,"$ 10,156"
17,M175,2018,TL SBST Shared,"$ 35,530"
18,M175,2018,TL Section 504,"$ 23,000"
19,M175,2018,TL Strong Schools Strong Communities,"$ 16,000"
20,M175,2018,TL Summer in the City Shared,"$ 1,775"
21,M175,2018,TL Translation Services,"$ 1,064"
22,M175,2018,TL Vision for School Improvement,"$ 19,097"
23,M175,2018,Universal PreK Quality Full-Day,"$ 205,776"
0,M161,2022,21st Century 62,"$ 47,710"
1,M161,2022,AIDP Attendance Shared,"$ 150,490"
2,M161,2022,ARPA Academic Recovery,"$ 313,698"
3,M161,2022,ARPA Academic Recovery AP Summer Rising,"$ 17,990"
4,M161,2022,ARPA Academic Recovery Arts,"$ 78,425"
5,M161,2022,ARPA Academic Recovery Arts Summer Rising,"$ 25,000"
6,M161,2022,ARPA Academic Recovery CBO Support Summer Rising,"$ 78,738"
7,M161,2022,ARPA Academic Recovery NYSITELL Testing Admin,"$ 8,804"
8,M161,2022,ARPA Academic Recovery Para Summer Rising,"$ 7,339"
9,M161,2022,ARPA Academic Recovery SE After-School Instruction,"$ 90,068"
10,M161,2022,ARPA Academic Recovery SE Counseling,"$ 3,302"
11,M161,2022,ARPA Academic Recovery SE Intervention Training,"$ 4,987"
12,M161,2022,ARPA Academic Recovery SE Planning Prep,"$ 9,323"
13,M161,2022,ARPA Academic Recovery SE RS Related Services,"$ 38,281"
14,M161,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 27,434"
15,M161,2022,ARPA Election Day Remote Planning,"$ 4,791"
16,M161,2022,ARPA LA Initial Register Relief,"$ 22,553"
17,M161,2022,ARPA LA MYA Register Relief,"$ 92,825"
18,M161,2022,ARPA Restorative Justice Action Teams,"$ 13,717"
19,M161,2022,ARPA School COVID Planning Expansion,"$ 19,487"
20,M161,2022,ARPA Vaccine Policy Coverage,"$ 51,534"
0,M161,2022,Contract for Excellence FY 09,"$ 329,290"
1,M161,2022,CRRSA Computer Maintenance,$ 518
2,M161,2022,CRRSA CRSE Arts Studio,$ 963
3,M161,2022,CRRSA ELL/Special Needs Partner Arts Project OTPS,"$ 14,697"
4,M161,2022,CRRSA Home Language Libraries,"$ 3,772"
5,M161,2022,CRRSA Restoration Arts Studio,"$ 2,442"
6,M161,2022,CRRSA SHSAT,$ 176
7,M161,2022,CRRSA Situation Room,"$ 11,616"
8,M161,2022,High Need Support for Title I,"$ 21,513"
9,M161,2022,High Need Support for Title I STH,"$ 6,025"
10,M161,2022,IDEA RS IEP Para,"$ 97,585"
11,M161,2022,IDEA SBST Shared,"$ 154,225"
12,M161,2022,School Support Supplement,"$ 507,719"
13,M161,2022,Title I SWP,"$ 519,665"
14,M161,2022,Title I SWP Carry Over,"$ 68,031"
15,M161,2022,Title I SWP Carry Over Parent and Family Engage,"$ 2,579"
16,M161,2022,Title I SWP Parent and Family Engagement,"$ 5,197"
17,M161,2022,Title I SWP STH,"$ 145,538"
18,M161,2022,Title I SWP Translation Services,"$ 2,606"
19,M161,2022,Title IIA Supplemental,"$ 98,615"
20,M161,2022,Title III Immigrant Carryover,"$ 7,795"
21,M161,2022,Title III LEP,"$ 19,719"
22,M161,2022,Title III Summer Rising ML Support,"$ 15,677"
23,M161,2022,Title IV Ed Tech,"$ 25,000"
24,M161,2022,Title IV Fall Reopening Planning Grant,"$ 8,464"
25,M161,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 7,865"
26,M161,2022,Title IV Well Rounded ELA Math Support,"$ 14,011"
27,M161,2022,TL 12-Month AP,"$ 14,868"
0,M161,2022,TL Bridging the Gap,"$ 108,762"
1,M161,2022,TL CB School Staff,"$ 207,051"
2,M161,2022,TL Champs,"$ 2,376"
3,M161,2022,TL Computer Maintenance,"$ 2,518"
4,M161,2022,TL CRRSA COVID MYA Register Relief,"$ 26,181"
5,M161,2022,TL CRRSA FSF Floor Raise,"$ 79,966"
6,M161,2022,TL CRRSA Surplus Rollover,"$ 44,388"
7,M161,2022,TL ELA/Math Student Support,"$ 40,564"
8,M161,2022,TL ELL/Special Needs Partner Arts Project OTPS,$ 303
9,M161,2022,TL ELL/Special Needs Partner Arts Project PS,"$ 1,296"
10,M161,2022,TL Fair Student Funding,"$ 5,546,606"
11,M161,2022,TL FSF Floor Raise,"$ 135,473"
12,M161,2022,TL FSF Post-IEP Support,$ 507
13,M161,2022,TL MOSL,"$ 1,700"
14,M161,2022,TL NYSTL Hardware,"$ 3,160"
15,M161,2022,TL NYSTL Library Books,"$ 4,288"
16,M161,2022,TL NYSTL Software,"$ 3,160"
17,M161,2022,TL NYSTL Textbooks,"$ 3,550"
18,M161,2022,TL Parent Coordinator,"$ 50,668"
19,M161,2022,TL Parent Coordinator OTPS,$ 500
20,M161,2022,TL RS IEP Para,"$ 352,503"
21,M161,2022,TL RS IEP Teacher,"$ 94,920"
22,M161,2022,TL RS Mandated Counseling Shared,"$ 65,750"
23,M161,2022,TL RS Mandated Speech Shared,"$ 309,249"
24,M161,2022,TL RS Occupational Therapist PS Shared,"$ 77,443"
25,M161,2022,TL RS Speech Sixth Period Coverage,"$ 5,163"
26,M161,2022,TL SBST Shared,"$ 142,448"
27,M161,2022,TL SE Specialized Program Bilingual,"$ 287,908"
0,M161,2022,TL Situation Room,"$ 3,106"
1,M161,2022,TL Specialized Admissions,"$ 1,058"
2,M161,2022,TL Student Club Advisor PS,"$ 2,125"
3,M161,2022,TL Student Club Initiative OTPS,"$ 2,300"
4,M161,2022,TL Summer Rising Shared,"$ 24,106"
5,M161,2022,TL Summer Rising Support Shared,"$ 36,526"
6,M161,2022,TL Terminal and Paid Leaves,"$ 117,758"
7,M161,2022,TL Translation Services,"$ 1,826"
0,M161,2021,21st Century 63,"$ 45,527"
1,M161,2021,AIDP Attendance Shared,"$ 147,079"
2,M161,2021,Contract for Excellence FY 09,"$ 329,290"
3,M161,2021,Funds Pub Schl 396 - PS 161M - OTPS/PER SESSION,"$ 10,000"
4,M161,2021,High Need Support for Title I,"$ 25,564"
5,M161,2021,IDEA RS IEP Para,"$ 182,896"
6,M161,2021,IDEA SBST Shared,"$ 147,128"
7,M161,2021,School Support Supplement,"$ 504,248"
8,M161,2021,Title I STH,"$ 20,500"
9,M161,2021,Title I STH Carry Over,"$ 20,500"
10,M161,2021,Title I SWP,"$ 642,383"
11,M161,2021,Title I SWP Carry Over,"$ 66,951"
12,M161,2021,Title I SWP Parent and Family Engagement,"$ 13,111"
13,M161,2021,Title I SWP Summer in the City,"$ 2,570"
14,M161,2021,Title I SWP Translation Services,"$ 2,919"
15,M161,2021,Title IIA Supplemental,"$ 117,285"
16,M161,2021,Title III Immigrant Carryover,"$ 13,105"
17,M161,2021,Title III LEP,"$ 21,666"
18,M161,2021,Title III Summer in the City MLL Support,"$ 7,523"
19,M161,2021,Title IV Ed Tech,"$ 13,500"
20,M161,2021,Title IV Ed Tech Teams,"$ 6,500"
0,M161,2021,Title IV Summer Rising Reopening Planning,"$ 3,581"
1,M161,2021,Title IV Well Rounded ELA Math Support,"$ 14,586"
2,M161,2021,TL 12-Month AP,"$ 15,395"
3,M161,2021,TL Arts Studio,"$ 2,240"
4,M161,2021,TL CB School Staff,"$ 113,075"
5,M161,2021,TL Champs,"$ 3,133"
6,M161,2021,TL Computer Maintenance,"$ 5,566"
7,M161,2021,TL Covid MY Register Loss Restoration,"$ 22,550"
8,M161,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 67,648"
9,M161,2021,TL CRRSA COVID Teacher Support,"$ 140,721"
10,M161,2021,TL ELA/Math Student Support,"$ 40,835"
11,M161,2021,TL Fair Student Funding,"$ 5,858,120"
12,M161,2021,TL Implicit Bias Awareness,"$ 3,232"
13,M161,2021,TL Instructional Leadership Framework,"$ 24,568"
14,M161,2021,TL NYSTL Library Books,"$ 4,732"
15,M161,2021,TL Parent Coordinator,"$ 50,668"
16,M161,2021,TL Parent Coordinator OTPS,$ 500
17,M161,2021,TL Periodic Assessment,"$ 1,700"
18,M161,2021,TL Physical Education Initiative - Cohort 2,"$ 30,394"
19,M161,2021,TL RS IEP Para,"$ 392,950"
20,M161,2021,TL RS IEP Teacher,"$ 92,103"
21,M161,2021,TL RS Mandated Counseling Shared,"$ 72,101"
22,M161,2021,TL RS Mandated Speech Shared,"$ 297,327"
23,M161,2021,TL RS Occupational Therapist PS Shared,"$ 75,069"
24,M161,2021,TL RS Speech Sixth Period Coverage,"$ 3,233"
25,M161,2021,TL Safe School,"$ 7,489"
26,M161,2021,TL SBST PITs Shared,"$ 54,655"
27,M161,2021,TL SBST Shared,"$ 124,798"
0,M161,2021,TL School COVID Planning Supplement,"$ 7,341"
1,M161,2021,TL School to School Summer Transfers Shared,"$ 47,683"
2,M161,2021,TL SE Specialized Program Bilingual,"$ 148,749"
3,M161,2021,TL Specialized Admissions,$ 941
4,M161,2021,TL Summer in the City Shared,"$ 18,914"
5,M161,2021,TL Summer in the City Support Shared,"$ 22,398"
6,M161,2021,TL Summer in the City SWD Support,"$ 19,097"
7,M161,2021,TL Terminal and Paid Leaves,"$ 29,869"
8,M161,2021,TL Translation Services,"$ 2,046"
0,M161,2020,21st Century 63,"$ 44,393"
1,M161,2020,AIDP Attendance Shared,"$ 142,660"
2,M161,2020,Contract for Excellence FY 09,"$ 329,290"
3,M161,2020,High Need Support for Title I,"$ 26,026"
4,M161,2020,IDEA RS IEP Para,"$ 103,302"
5,M161,2020,IDEA SBST Shared,"$ 145,632"
6,M161,2020,School Support Supplement,"$ 487,348"
7,M161,2020,Title I SWP,"$ 635,128"
8,M161,2020,Title I SWP Parent and Family Engagement,"$ 6,415"
9,M161,2020,Title I SWP Summer in the City,"$ 32,782"
10,M161,2020,Title I SWP Translation Services,"$ 3,013"
11,M161,2020,Title IIA Supplemental,"$ 127,465"
12,M161,2020,Title III Immigrant,"$ 13,719"
13,M161,2020,Title III LEP,"$ 25,422"
14,M161,2020,Title III LEP Summer in the City,"$ 53,636"
15,M161,2020,Title IV Ed Tech,"$ 18,000"
16,M161,2020,TL Arts Studio,"$ 4,325"
17,M161,2020,TL CB School Staff,"$ 90,274"
18,M161,2020,TL Computer Maintenance,"$ 5,566"
19,M161,2020,TL Continuous Improvement,"$ 15,300"
20,M161,2020,TL E&E Algebra for All,"$ 1,131"
0,M161,2020,TL E&E MS College Access OTPS,"$ 18,725"
1,M161,2020,TL E&E MS College Access PS,"$ 4,639"
2,M161,2020,TL ELA/Math Student Support,"$ 39,305"
3,M161,2020,TL Fair Student Funding,"$ 6,183,285"
4,M161,2020,TL FSF Post-IEP Support,$ 986
5,M161,2020,TL Instructional Leadership Framework,"$ 24,888"
6,M161,2020,TL MOSL,"$ 1,700"
7,M161,2020,TL NYSTL Hardware,"$ 8,084"
8,M161,2020,TL NYSTL Library Books,"$ 4,957"
9,M161,2020,TL NYSTL Software,"$ 7,996"
10,M161,2020,TL NYSTL Textbooks,"$ 7,441"
11,M161,2020,TL Parent Coordinator,"$ 50,196"
12,M161,2020,TL Parent Coordinator OTPS,$ 500
13,M161,2020,TL Physical Education Initiative - Cohort 2,"$ 59,052"
14,M161,2020,TL RS IEP Para,"$ 483,281"
15,M161,2020,TL RS IEP Teacher,"$ 89,472"
16,M161,2020,TL RS Mandated Counseling Shared,"$ 44,149"
17,M161,2020,TL RS Mandated Speech Shared,"$ 290,079"
18,M161,2020,TL RS Occupational Therapist PS Shared,"$ 77,181"
19,M161,2020,TL RS Speech Sixth Period Coverage,"$ 13,161"
20,M161,2020,TL SBST Shared,"$ 128,301"
21,M161,2020,TL SE Specialized Program Bilingual,"$ 153,316"
22,M161,2020,TL Summer in the City Community Schools,"$ 34,316"
23,M161,2020,TL Summer in the City Shared,"$ 47,339"
24,M161,2020,TL Summer in the City Support Shared,"$ 21,955"
25,M161,2020,TL Translation Services,"$ 1,769"
0,M161,2019,21st Century 63,"$ 43,063"
1,M161,2019,AIDP Attendance Shared,"$ 138,934"
2,M161,2019,Contract for Excellence FY 09,"$ 329,290"
3,M161,2019,IDEA RS IEP Para,"$ 178,388"
4,M161,2019,IDEA SBST Shared,"$ 140,158"
5,M161,2019,School Support Supplement,"$ 444,131"
6,M161,2019,Sequester Aid IDEA RS IEP Paras,"$ 19,060"
7,M161,2019,Sequester/2010 Census Title I SWP,"$ 27,058"
8,M161,2019,Sequester/2010 Census Title IIA,"$ 38,282"
9,M161,2019,Title I SWP,"$ 630,255"
10,M161,2019,Title I SWP Parent and Family Engagement,"$ 6,366"
11,M161,2019,Title I SWP Summer in the City,"$ 23,942"
12,M161,2019,Title I SWP Translation Services,"$ 2,942"
13,M161,2019,Title IIA Supplemental,"$ 109,172"
14,M161,2019,Title III LEP,"$ 29,390"
15,M161,2019,Title III LEP Summer in the City,"$ 82,560"
16,M161,2019,TL Arts Studio,"$ 3,400"
17,M161,2019,TL CB Per Session Per Diem Prep,"$ 1,413"
18,M161,2019,TL CB School Staff,"$ 78,814"
19,M161,2019,TL CB School Staff Related Services,"$ 2,920"
20,M161,2019,TL Computer Maintenance,"$ 6,746"
0,M161,2019,TL Core Curriculum Support,"$ 2,574"
1,M161,2019,TL Deferred Program Planning Initiative,"$ 100,000"
2,M161,2019,TL E&E MS College Access OTPS,"$ 20,158"
3,M161,2019,TL E&E MS College Access PS,"$ 4,603"
4,M161,2019,TL ELA/Math Student Support,"$ 39,393"
5,M161,2019,TL Fair Student Funding,"$ 6,285,824"
6,M161,2019,TL FSF Post-IEP Support,"$ 1,471"
7,M161,2019,TL FSF School to School Transfers Shared,"$ 1,300"
8,M161,2019,TL GE CB School Staff,"$ 71,713"
9,M161,2019,TL MOSL,"$ 1,700"
10,M161,2019,TL NYSTL Library Books,"$ 5,221"
11,M161,2019,TL Parent Coordinator,"$ 47,167"
12,M161,2019,TL Parent Coordinator OTPS,$ 500
13,M161,2019,TL Physical Education Initiative - Cohort 2,"$ 88,931"
14,M161,2019,TL Physical Education Initiative Support,$ 740
15,M161,2019,TL RS IEP Para,"$ 509,882"
16,M161,2019,TL RS IEP Teacher,"$ 88,931"
17,M161,2019,TL RS Mandated Counseling Shared,"$ 56,237"
18,M161,2019,TL RS Mandated Speech Shared,"$ 280,911"
19,M161,2019,TL RS Occupational Therapist PS Shared,"$ 75,145"
20,M161,2019,TL RS Speech Sixth Period Coverage,"$ 2,875"
21,M161,2019,TL SBST Shared,"$ 158,561"
22,M161,2019,TL School Incentive 2021C1,"$ 88,931"
23,M161,2019,TL SE CB School Staff,"$ 33,931"
24,M161,2019,TL Strong Schools Strong Communities,"$ 15,350"
25,M161,2019,TL Summer in the City Shared,"$ 49,848"
