,location_code,fiscal_year,budget_category,budget_assignment,num_positions,service_type,amount
5,M197,2019,Setasides,CB SE All Other Salaries Set Aside,,,"$ 5,109"
6,M197,2019,Setasides,CB SE Classroom Teachers Set Aside,,,"$ 4,264"
7,M197,2019,Setasides,CB SE Pupil Support Services Set Aside,,,"$ 19,107"
0,M197,2018,Leadership,HEAD OF SCHOOL,1.0,,"$ 142,895"
1,M197,2018,Leadership,AP - ORGANIZATION,1.0,,"$ 113,421"
0,M197,2018,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 46,569"
0,M197,2018,Secretary,SCHOOL SECRETARY,2.0,,"$ 136,982"
0,M197,2018,Classroom Teacher,Pre K,1.0,ICT - General Ed Teacher,"$ 124,265"
1,M197,2018,Classroom Teacher,Pre K,1.0,ICT - Special Ed Teacher,"$ 124,265"
2,M197,2018,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 124,265"
4,M197,2018,Classroom Teacher,K,1.0,ICT - General Ed Teacher,"$ 88,609"
5,M197,2018,Classroom Teacher,K,1.0,ICT - Special Ed Teacher,"$ 88,609"
6,M197,2018,Classroom Teacher,K,1.0,WHOLE CLASS,"$ 88,609"
8,M197,2018,Classroom Teacher,1,1.0,ICT - General Ed Teacher,"$ 88,609"
9,M197,2018,Classroom Teacher,1,1.0,WHOLE CLASS,"$ 124,265"
11,M197,2018,Classroom Teacher,12,1.0,SELF-CONTAINED SP ED,"$ 88,609"
12,M197,2018,Classroom Teacher,2,1.0,ICT - General Ed Teacher,"$ 84,755"
13,M197,2018,Classroom Teacher,2,1.0,ICT - Special Ed Teacher,"$ 88,609"
14,M197,2018,Classroom Teacher,2,1.0,WHOLE CLASS,"$ 112,656"
16,M197,2018,Classroom Teacher,3,1.0,ICT - General Ed Teacher,"$ 106,526"
17,M197,2018,Classroom Teacher,3,1.0,ICT - Special Ed Teacher,"$ 88,609"
18,M197,2018,Classroom Teacher,3,1.0,WHOLE CLASS,"$ 111,418"
20,M197,2018,Classroom Teacher,34,1.0,SELF-CONTAINED SP ED,"$ 88,609"
21,M197,2018,Classroom Teacher,4,1.0,ICT - General Ed Teacher,"$ 88,609"
22,M197,2018,Classroom Teacher,4,1.0,ICT - Special Ed Teacher,"$ 88,609"
23,M197,2018,Classroom Teacher,4,2.0,WHOLE CLASS,"$ 179,611"
25,M197,2018,Classroom Teacher,45,1.0,SELF-CONTAINED SP ED,"$ 88,609"
26,M197,2018,Classroom Teacher,5,1.0,ICT - General Ed Teacher,"$ 70,231"
27,M197,2018,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 117,134"
28,M197,2018,Classroom Teacher,5,1.0,WHOLE CLASS,"$ 88,609"
30,M197,2018,Classroom Teacher,6,1.0,WHOLE CLASS,"$ 82,389"
0,M197,2018,Elementary Cluster/Quota,COMPUTER LAB,1.0,REDUCED CLASS SIZE,"$ 124,265"
1,M197,2018,Elementary Cluster/Quota,ESL,1.0,PUSH IN/PULL OUT,"$ 88,609"
2,M197,2018,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 102,872"
0,M197,2018,Special Needs - Support Services,ATTENDANCE,1.0,PUSH IN/PULL OUT,"$ 130,303"
1,M197,2018,Special Needs - Support Services,PHYSICAL THERAPY,1.0,PULL-OUT - Special Ed,"$ 72,692"
2,M197,2018,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 88,609"
3,M197,2018,Special Needs - Support Services,SPEECH,2.0,PUSH IN/PULL OUT,"$ 180,332"
0,M197,2018,SAPIS,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,,"$ 82,483"
0,M197,2018,Guidance/Social Workers,SCHOOL SOCIAL WORKER,1.0,,"$ 95,255"
0,M197,2018,SBST,DC 37 PARA (MORE THAN 20 HRS),0.0,,"$ 30,708"
1,M197,2018,SBST,SCHOOL PSYCHOLOGIST,1.0,,"$ 115,741"
0,M197,2018,Paraprofessionals,CLASSROOM - Special Ed,2.0,,"$ 65,508"
1,M197,2018,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),15.0,,"$ 556,586"
2,M197,2018,Paraprofessionals,IEP-HEALTH,1.0,,"$ 3,480"
3,M197,2018,Paraprofessionals,PRE-K,1.0,,"$ 55,817"
0,M197,2018,School Aides and Other Support Staff,School Aides and Other Support Staff,0.0,,"$ 5,345"
0,M197,2018,Family Workers,ATTENDANCE,0.0,,"$ 61,480"
0,M197,2018,Per Diem,ABSENCE COVERAGE,,,"$ 87,859"
1,M197,2018,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 25,470"
0,M197,2018,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 43,566"
1,M197,2018,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 15,535"
0,M197,2018,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 39,595"
1,M197,2018,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 3,148"
2,M197,2018,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 33,000"
3,M197,2018,OTPS,EDUCATIONAL SOFTWARE,,,"$ 2,160"
4,M197,2018,OTPS,FURNITURE (OBJECT 300),,,$ 338
5,M197,2018,OTPS,LIBRARY BOOKS,,,"$ 1,777"
6,M197,2018,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 9,181"
7,M197,2018,OTPS,SUPPLIES - GENERAL,,,"$ 92,648"
8,M197,2018,OTPS,TEXTBOOKS,,,"$ 20,386"
9,M197,2018,OTPS,TRANSPORTATION OF STAFF - NON-CONTRACT,,,"$ 12,037"
0,M197,2018,People Working Partial Year,People Working Partial Year,,,"$ 269,041"
0,M197,2018,Setasides,IUB Consortium Set Aside,,,"$ 20,000"
0,M194,2022,Leadership,HEAD OF SCHOOL,1.0,,"$ 161,215"
1,M194,2022,Leadership,ASST HEAD OF SCHOOL,1.0,,"$ 159,952"
0,M194,2022,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 52,307"
0,M194,2022,Secretary,School Secretary,1.0,,"$ 74,404"
0,M194,2022,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 125,604"
1,M194,2022,Classroom Teacher,K,1.0,ICT - Special Ed Teacher,"$ 88,485"
2,M194,2022,Classroom Teacher,"K,1,2,3,4,5",0.0,WHOLE CLASS,"$ 46,572"
3,M194,2022,Classroom Teacher,1,1.0,WHOLE CLASS,"$ 116,325"
4,M194,2022,Classroom Teacher,2,1.0,WHOLE CLASS,"$ 89,016"
5,M194,2022,Classroom Teacher,3,1.0,ICT - Special Ed Teacher,"$ 89,282"
6,M194,2022,Classroom Teacher,3,1.0,WHOLE CLASS,"$ 88,485"
8,M194,2022,Classroom Teacher,345,1.0,SELF-CONTAINED SP ED,"$ 88,485"
9,M194,2022,Classroom Teacher,4,1.0,WHOLE CLASS,"$ 90,074"
10,M194,2022,Classroom Teacher,5,1.0,ICT - General Ed Teacher,"$ 88,485"
11,M194,2022,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 121,094"
12,M194,2022,Classroom Teacher,5,1.0,WHOLE CLASS,"$ 100,985"
0,M194,2022,Elementary Cluster/Quota,ESL,1.0,WHOLE CLASS,"$ 88,485"
1,M194,2022,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 40,491"
0,M194,2022,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 81,110"
1,M194,2022,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 100,985"
2,M194,2022,Special Needs - Support Services,SPEECH,1.0,PUSH IN-All Students,"$ 103,083"
0,M194,2022,Guidance/Social Workers,Guidance Counselor,1.0,,"$ 114,816"
1,M194,2022,Guidance/Social Workers,School Social Worker,1.0,,"$ 150,045"
0,M194,2022,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),3.0,,"$ 132,390"
1,M194,2022,Paraprofessionals,PRE-K,1.0,,"$ 66,593"
0,M194,2022,School Aides and Other Support Staff,School Aides and Other Support Staff,2.0,,"$ 105,773"
0,M194,2022,Family Workers,ATTENDANCE,0.0,,"$ 2,279"
0,M194,2022,Per Diem,ABSENCE COVERAGE,,,"$ 211,770"
0,M194,2022,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 230,263"
1,M194,2022,Per Session,PARENT INVOLVEMENT,,,"$ 1,060"
2,M194,2022,Per Session,PROFESSIONAL DEVELOPMENT,,,"$ 4,552"
3,M194,2022,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 57,926"
0,M194,2022,OTPS,Curriculum & Staff Development Contracts,,,$ 600
1,M194,2022,OTPS,Data Processing Repair - Contractual,,,"$ 8,533"
2,M194,2022,OTPS,Educational Consultants,,,"$ 64,150"
3,M194,2022,OTPS,Educational Software,,,"$ 20,385"
4,M194,2022,OTPS,Equipment - General,,,"$ 6,405"
5,M194,2022,OTPS,Furniture Object 300,,,"$ 41,602"
6,M194,2022,OTPS,Library Books,,,"$ 1,008"
7,M194,2022,OTPS,Non-Contractual Services,,,"$ 31,156"
8,M194,2022,OTPS,Non-DP Equipment Repair,,,$ 403
9,M194,2022,OTPS,Office Temp Services - Contractual,,,"$ 5,500"
10,M194,2022,OTPS,Professional Services Other,,,$ 800
11,M194,2022,OTPS,Supplies - General,,,"$ 218,650"
12,M194,2022,OTPS,Textbooks,,,"$ 32,768"
0,M194,2022,Setasides,O to Q Grievance Set Aside,,,"$ 19,000"
0,M194,2022,People Working Partial Year,People Working Partial Year,,,"$ 126,475"
0,M194,2021,Leadership,HEAD OF SCHOOL,1.0,,"$ 154,669"
1,M194,2021,Leadership,ASST HEAD OF SCHOOL,1.0,,"$ 132,218"
0,M194,2021,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 52,307"
0,M194,2021,Secretary,School Secretary,1.0,,"$ 71,818"
0,M194,2021,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 116,893"
1,M194,2021,Classroom Teacher,"Pre K, 3-K, K, 1, 2, 3, 4, 5",1.0,WHOLE CLASS,"$ 82,581"
2,M194,2021,Classroom Teacher,K,1.0,ICT - Special Ed Teacher,"$ 82,581"
3,M194,2021,Classroom Teacher,"K, 1, 2",1.0,SELF-CONTAINED SP ED,"$ 82,581"
4,M194,2021,Classroom Teacher,"K,5",0.0,WHOLE CLASS,"$ 28,944"
5,M194,2021,Classroom Teacher,1,1.0,WHOLE CLASS,"$ 97,479"
6,M194,2021,Classroom Teacher,2,1.0,ICT - General Ed Teacher,"$ 116,893"
7,M194,2021,Classroom Teacher,2,1.0,WHOLE CLASS,"$ 95,081"
9,M194,2021,Classroom Teacher,3,1.0,ICT - Special Ed Teacher,"$ 82,581"
10,M194,2021,Classroom Teacher,3,1.0,WHOLE CLASS,"$ 83,072"
12,M194,2021,Classroom Teacher,345,1.0,ICT - Special Ed Teacher,"$ 82,581"
13,M194,2021,Classroom Teacher,4,1.0,ICT - Special Ed Teacher,"$ 114,972"
14,M194,2021,Classroom Teacher,4,1.0,WHOLE CLASS,"$ 85,628"
0,M194,2021,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 99,898"
1,M194,2021,Elementary Cluster/Quota,ESL,1.0,WHOLE CLASS,"$ 82,581"
2,M194,2021,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 110,158"
0,M194,2021,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 95,081"
1,M194,2021,Special Needs - Support Services,SPEECH,1.0,PUSH IN-All Students,"$ 99,109"
0,M194,2021,Guidance/Social Workers,Guidance Counselor,1.0,,"$ 98,553"
0,M194,2021,Paraprofessionals,Class Mgr,0.0,,"$ 8,096"
1,M194,2021,Paraprofessionals,CLASSROOM - General Ed,1.0,,"$ 51,827"
2,M194,2021,Paraprofessionals,CLASSROOM - Special Ed,1.0,,"$ 43,910"
3,M194,2021,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),3.0,,"$ 134,040"
4,M194,2021,Paraprofessionals,PRE-K,1.0,,"$ 63,666"
0,M194,2021,School Aides and Other Support Staff,School Aides and Other Support Staff,1.0,,"$ 105,142"
0,M194,2021,Family Workers,ATTENDANCE,0.0,,"$ 98,709"
0,M194,2021,Per Diem,ABSENCE COVERAGE,,,"$ 124,518"
0,M194,2021,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 158,487"
1,M194,2021,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 2,005"
0,M194,2021,OTPS,Curriculum & Staff Development Contracts,,,"$ 104,684"
1,M194,2021,OTPS,Data Processing Repair - Contractual,,,"$ 11,546"
2,M194,2021,OTPS,Educational Software,,,"$ 81,770"
3,M194,2021,OTPS,Equipment - General,,,"$ 1,430"
4,M194,2021,OTPS,Internal DOE Services,,,"$ 7,627"
5,M194,2021,OTPS,Library Books,,,"$ 1,037"
6,M194,2021,OTPS,Non-Contractual Services,,,"$ 9,920"
7,M194,2021,OTPS,Supplies - General,,,"$ 96,533"
8,M194,2021,OTPS,Telecommunication Contracts,,,"$ 2,592"
9,M194,2021,OTPS,Textbooks,,,"$ 1,997"
10,M194,2021,OTPS,Transportation of Staff - Non-Contract,,,"$ 1,000"
0,M194,2021,People Working Partial Year,People Working Partial Year,,,"$ 134,760"
0,M194,2020,Leadership,HEAD OF SCHOOL,1.0,,"$ 147,794"
1,M194,2020,Leadership,ASST HEAD OF SCHOOL,1.0,,"$ 129,969"
0,M194,2020,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 51,812"
0,M194,2020,Secretary,SCHOOL SECRETARY,1.0,,"$ 69,627"
0,M194,2020,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 124,150"
1,M194,2020,Classroom Teacher,"Pre K,3-K,K,1,2,3,4,5",1.0,WHOLE CLASS,"$ 46,207"
2,M194,2020,Classroom Teacher,K,1.0,ICT - General Ed Teacher,"$ 87,763"
3,M194,2020,Classroom Teacher,"K,1,2",1.0,SELF-CONTAINED SP ED,"$ 94,258"
4,M194,2020,Classroom Teacher,2,1.0,ICT - General Ed Teacher,"$ 87,763"
5,M194,2020,Classroom Teacher,2,1.0,ICT - Special Ed Teacher,"$ 87,763"
6,M194,2020,Classroom Teacher,2,1.0,WHOLE CLASS,"$ 103,925"
8,M194,2020,Classroom Teacher,3,2.0,ICT - Special Ed Teacher,"$ 175,526"
9,M194,2020,Classroom Teacher,3,1.0,WHOLE CLASS,"$ 87,763"
11,M194,2020,Classroom Teacher,4,1.0,ICT - General Ed Teacher,"$ 103,925"
12,M194,2020,Classroom Teacher,4,1.0,ICT - Special Ed Teacher,"$ 87,763"
13,M194,2020,Classroom Teacher,4,1.0,WHOLE CLASS,"$ 88,462"
15,M194,2020,Classroom Teacher,45,1.0,SELF-CONTAINED SP ED,"$ 103,984"
16,M194,2020,Classroom Teacher,5,1.0,ICT - General Ed Teacher,"$ 95,935"
17,M194,2020,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 87,763"
0,M194,2020,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 106,127"
1,M194,2020,Elementary Cluster/Quota,ESL,1.0,WHOLE CLASS,"$ 87,763"
2,M194,2020,Elementary Cluster/Quota,LIBRARY,0.0,WHOLE CLASS,"$ 33,000"
3,M194,2020,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 117,007"
0,M194,2020,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 77,181"
1,M194,2020,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 104,337"
2,M194,2020,Special Needs - Support Services,SPEECH,1.0,PUSH IN-All Students,"$ 96,693"
0,M194,2020,Guidance/Social Workers,GUIDANCE COUNSELOR,1.0,,"$ 96,933"
0,M194,2020,Paraprofessionals,CLASSROOM - General Ed,1.0,,"$ 45,549"
1,M194,2020,Paraprofessionals,CLASSROOM - Special Ed,2.0,,"$ 76,394"
2,M194,2020,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),3.0,,"$ 114,591"
3,M194,2020,Paraprofessionals,PRE-K,1.0,,"$ 61,696"
0,M194,2020,School Aides and Other Support Staff,School Aides and Other Support Staff,1.0,,"$ 95,426"
0,M194,2020,Family Workers,ATTENDANCE,0.0,,"$ 101,227"
1,M194,2020,Family Workers,OUTREACH,0.0,,"$ 7,550"
0,M194,2020,Per Diem,ABSENCE COVERAGE,,,"$ 23,893"
1,M194,2020,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 38,570"
0,M194,2020,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 96,519"
1,M194,2020,Per Session,PROFESSIONAL DEVELOPMENT,,,"$ 10,564"
2,M194,2020,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 59,100"
0,M194,2020,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 70,738"
1,M194,2020,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 12,052"
2,M194,2020,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 70,259"
3,M194,2020,OTPS,EDUCATIONAL SOFTWARE,,,"$ 13,400"
4,M194,2020,OTPS,EQUIPMENT - GENERAL,,,"$ 6,424"
5,M194,2020,OTPS,INTERNAL DOE SERVICES,,,"$ 13,160"
6,M194,2020,OTPS,LIBRARY BOOKS,,,"$ 1,125"
7,M194,2020,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 21,495"
8,M194,2020,OTPS,OFFICE TEMP SERVICES - CONTRACTUAL,,,"$ 2,518"
9,M194,2020,OTPS,SUPPLIES - GENERAL,,,"$ 91,417"
10,M194,2020,OTPS,TELECOMMUNICATION CONTRACTS,,,"$ 2,594"
11,M194,2020,OTPS,TEXTBOOKS,,,"$ 24,000"
12,M194,2020,OTPS,TRANSPORTATION OF STAFF - NON-CONTRACT,,,"$ 10,763"
0,M194,2020,People Working Partial Year,People Working Partial Year,,,"$ 93,565"
0,M194,2019,Leadership,HEAD OF SCHOOL,1.0,,"$ 125,684"
1,M194,2019,Leadership,ASST HEAD OF SCHOOL,1.0,,"$ 116,125"
0,M194,2019,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 48,636"
0,M194,2019,Secretary,SCHOOL SECRETARY,1.0,,"$ 67,255"
0,M194,2019,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 82,590"
1,M194,2019,Classroom Teacher,K,1.0,ICT - General Ed Teacher,"$ 82,590"
2,M194,2019,Classroom Teacher,K,1.0,WHOLE CLASS,"$ 105,437"
4,M194,2019,Classroom Teacher,1,1.0,ICT - Special Ed Teacher,"$ 83,476"
5,M194,2019,Classroom Teacher,1,1.0,WHOLE CLASS,"$ 94,758"
7,M194,2019,Classroom Teacher,2,2.0,ICT - Special Ed Teacher,"$ 166,384"
8,M194,2019,Classroom Teacher,2,3.0,WHOLE CLASS,"$ 295,519"
10,M194,2019,Classroom Teacher,3,1.0,ICT - Special Ed Teacher,"$ 82,590"
11,M194,2019,Classroom Teacher,3,2.0,WHOLE CLASS,"$ 173,734"
13,M194,2019,Classroom Teacher,4,1.0,ICT - General Ed Teacher,"$ 103,274"
14,M194,2019,Classroom Teacher,5,1.0,ICT - General Ed Teacher,"$ 100,271"
15,M194,2019,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 37,991"
16,M194,2019,Classroom Teacher,5,1.0,WHOLE CLASS,"$ 94,224"
0,M194,2019,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 99,859"
1,M194,2019,Elementary Cluster/Quota,ESL,1.0,WHOLE CLASS,"$ 1,098"
2,M194,2019,Elementary Cluster/Quota,LIBRARY,0.0,WHOLE CLASS,"$ 22,800"
3,M194,2019,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 110,090"
4,M194,2019,Elementary Cluster/Quota,SCIENCE - GENERAL SCIENCE,1.0,WHOLE CLASS,"$ 82,590"
0,M194,2019,Special Needs - Support Services,INTERVENTION / PREVENTION,1.0,PULL-OUT - Special Ed,"$ 100,271"
1,M194,2019,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 75,145"
2,M194,2019,Special Needs - Support Services,PROFESSIONAL DEVELOPMENT,1.0,PUSH IN/PULL OUT,"$ 82,590"
3,M194,2019,Special Needs - Support Services,SPEECH,1.0,PUSH IN-All Students,"$ 93,637"
0,M194,2019,Guidance/Social Workers,GUIDANCE COUNSELOR,1.0,,"$ 89,313"
0,M194,2019,Paraprofessionals,CLASSROOM - Special Ed,1.0,,"$ 33,187"
1,M194,2019,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),4.0,,"$ 191,786"
2,M194,2019,Paraprofessionals,IEP-TOILETING,1.0,,"$ 46,799"
3,M194,2019,Paraprofessionals,PRE-K,1.0,,"$ 58,637"
0,M194,2019,School Aides and Other Support Staff,School Aides and Other Support Staff,1.0,,"$ 93,284"
0,M194,2019,Family Workers,ATTENDANCE,0.0,,"$ 104,055"
0,M194,2019,Per Diem,ABSENCE COVERAGE,,,"$ 67,066"
1,M194,2019,Per Diem,CURRICULUM DEVELOPMENT,,,"$ 10,999"
2,M194,2019,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 73,343"
0,M194,2019,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 219,657"
1,M194,2019,Per Session,PARENT INVOLVEMENT,,,"$ 6,785"
2,M194,2019,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 56,411"
0,M194,2019,Pro Rata,ACADEMIC,,,"$ 31,692"
0,M194,2019,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 19,500"
1,M194,2019,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 12,675"
2,M194,2019,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 18,500"
3,M194,2019,OTPS,EDUCATIONAL SOFTWARE,,,"$ 18,380"
4,M194,2019,OTPS,INTERNAL DOE SERVICES,,,"$ 12,658"
5,M194,2019,OTPS,LIBRARY BOOKS,,,"$ 1,371"
6,M194,2019,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 12,016"
7,M194,2019,OTPS,OFFICE TEMP SERVICES - CONTRACTUAL,,,"$ 1,260"
8,M194,2019,OTPS,SUPPLIES - GENERAL,,,"$ 58,675"
9,M194,2019,OTPS,TELECOMMUNICATION CONTRACTS,,,$ 925
10,M194,2019,OTPS,TEXTBOOKS,,,"$ 3,645"
11,M194,2019,OTPS,TRANSPORTATION OF STAFF - NON-CONTRACT,,,"$ 2,164"
0,M194,2019,People Working Partial Year,People Working Partial Year,,,"$ 179,428"
0,M194,2019,Setasides,CB GE All Other Salaries Set Aside,,,"$ 8,630"
1,M194,2019,Setasides,CB GE Classroom Teachers Set Aside,,,"$ 12,877"
2,M194,2019,Setasides,CB GE Pupil Support Services Set Aside,,,$ 430
3,M194,2019,Setasides,CB Pre-K GE Set Aside,,,"$ 1,981"
4,M194,2019,Setasides,CB SE All Other Salaries Set Aside,,,"$ 2,121"
5,M194,2019,Setasides,CB SE Classroom Teachers Set Aside,,,"$ 2,209"
6,M194,2019,Setasides,CB SE Pupil Support Services Set Aside,,,"$ 10,383"
0,M194,2018,Leadership,HEAD OF SCHOOL,1.0,,"$ 142,895"
1,M194,2018,Leadership,AP - SUPERVISION,1.0,,"$ 125,125"
0,M194,2018,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 48,636"
0,M194,2018,Secretary,SCHOOL SECRETARY,1.0,,"$ 62,627"
0,M194,2018,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 108,166"
1,M194,2018,Classroom Teacher,K,1.0,ICT - General Ed Teacher,"$ 77,129"
2,M194,2018,Classroom Teacher,K,1.0,WHOLE CLASS,"$ 77,129"
4,M194,2018,Classroom Teacher,1,2.0,ICT - Special Ed Teacher,"$ 156,123"
5,M194,2018,Classroom Teacher,1,2.0,WHOLE CLASS,"$ 171,789"
7,M194,2018,Classroom Teacher,2,2.0,WHOLE CLASS,"$ 154,258"
8,M194,2018,Classroom Teacher,3,1.0,ICT - Special Ed Teacher,"$ 77,129"
9,M194,2018,Classroom Teacher,4,2.0,ICT - Special Ed Teacher,"$ 168,864"
10,M194,2018,Classroom Teacher,5,1.0,ICT - General Ed Teacher,"$ 94,649"
11,M194,2018,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 79,156"
12,M194,2018,Classroom Teacher,5,2.0,WHOLE CLASS,"$ 151,936"
0,M194,2018,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 96,217"
1,M194,2018,Elementary Cluster/Quota,ESL,1.0,WHOLE CLASS,"$ 77,129"
2,M194,2018,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 102,073"
0,M194,2018,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 77,129"
1,M194,2018,Special Needs - Support Services,SPEECH,1.0,PUSH IN-All Students,"$ 90,166"
0,M194,2018,Guidance/Social Workers,GUIDANCE COUNSELOR,1.0,,"$ 74,285"
0,M194,2018,Paraprofessionals,CLASSROOM - Special Ed,1.0,,"$ 14,539"
1,M194,2018,Paraprofessionals,IEP-AWAITING PLACEMENT,0.0,,"$ 2,879"
2,M194,2018,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),5.0,,"$ 195,828"
3,M194,2018,Paraprofessionals,IEP-TOILETING,1.0,,"$ 36,038"
4,M194,2018,Paraprofessionals,PRE-K,1.0,,"$ 55,817"
0,M194,2018,School Aides and Other Support Staff,School Aides and Other Support Staff,1.0,,"$ 52,545"
0,M194,2018,Family Workers,ATTENDANCE,0.0,,"$ 96,022"
0,M194,2018,Per Diem,ABSENCE COVERAGE,,,"$ 182,125"
1,M194,2018,Per Diem,CURRICULUM DEVELOPMENT,,,"$ 11,318"
2,M194,2018,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 33,091"
0,M194,2018,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 312,758"
1,M194,2018,Per Session,PARENT INVOLVEMENT,,,"$ 6,246"
2,M194,2018,Per Session,PROFESSIONAL DEVELOPMENT,,,$ 560
3,M194,2018,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 38,921"
0,M194,2018,Pro Rata,ACADEMIC,,,"$ 33,758"
0,M194,2018,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 6,001"
1,M194,2018,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 3,884"
2,M194,2018,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 3,000"
3,M194,2018,OTPS,EDUCATIONAL SOFTWARE,,,"$ 5,629"
4,M194,2018,OTPS,EQUIPMENT - GENERAL,,,"$ 54,638"
5,M194,2018,OTPS,FURNITURE (OBJECT 300),,,"$ 1,953"
6,M194,2018,OTPS,INTERNAL DOE SERVICES,,,"$ 5,608"
7,M194,2018,OTPS,LIBRARY BOOKS,,,"$ 1,095"
8,M194,2018,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 11,085"
9,M194,2018,OTPS,OFFICE TEMP SERVICES - CONTRACTUAL,,,"$ 1,296"
10,M194,2018,OTPS,SUPPLIES - GENERAL,,,"$ 162,200"
11,M194,2018,OTPS,TELECOMMUNICATION CONTRACTS,,,"$ 1,436"
