,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
6417,Supplies - General,,"$ 100,440",OTPS,,Q172,2021
6418,Telephone and Other Communications,,$ 900,OTPS,,Q172,2021
6419,Textbooks,,"$ 34,568",OTPS,,Q172,2021
6420,School Funded Copier,,"$ 10,080",Setasides,,Q172,2021
6421,Not Available,,"$ 80,250",Sixth period coverage,,Q172,2021
6422,People Working Partial Year,,"$ 160,268",People Working Partial Year,,Q172,2021
6423,Main School,81.0,"$ 8,750,780",School Site,,Q172,2021
6424,HEAD OF SCHOOL,1.0,"$ 176,947",Leadership,,Q172,2020
6425,ASST HEAD OF SCHOOL,4.0,"$ 387,166",Leadership,,Q172,2020
6426,PARENT COORDINATOR,1.0,"$ 58,161",Coordinator/Supervisor/Dean,,Q172,2020
6427,SCHOOL SECRETARY,2.0,"$ 142,338",Secretary,,Q172,2020
6428,ARTS,2.0,"$ 187,670",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6429,COMPUTER,1.0,"$ 93,835",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6430,DRAMA/THEATER,1.0,"$ 93,835",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6431,ENGLISH LANGUAGE ARTS,10.0,"$ 938,350",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6432,ESL,2.0,"$ 187,670",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6433,FL - SPANISH,4.0,"$ 375,340",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6434,LIBRARY,1.0,"$ 93,835",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6435,MATH,8.0,"$ 781,694",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6436,MUSIC,1.0,"$ 93,835",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6437,MUSIC VOCAL,1.0,"$ 93,835",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6438,PHYSICAL EDUCATION,3.0,"$ 281,505",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6439,SCIENCE - BIOLOGY,1.0,"$ 93,835",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6440,SCIENCE - GENERAL SCIENCE,5.0,"$ 377,827",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6441,SELF CONTAINED SP ED,11.0,"$ 1,032,185",Cluster/Quota Teacher,ICT - Special Ed Teacher,Q172,2020
6442,SELF CONTAINED SP ED,5.0,"$ 469,175",Cluster/Quota Teacher,SELF-CONTAINED SP ED,Q172,2020
6443,SELF CONTAINED SP ED,16.0,"$ 1,501,360",Cluster/Quota Teacher,Sub-Total,Q172,2020
6444,SOCIAL STUDIES,1.0,"$ 93,835",Cluster/Quota Teacher,SUBJECT SPECIFIC,Q172,2020
6445,SOCIAL STUDIES,4.0,"$ 375,340",Cluster/Quota Teacher,WHOLE CLASS,Q172,2020
6446,SOCIAL STUDIES,5.0,"$ 469,175",Cluster/Quota Teacher,Sub-Total,Q172,2020
6447,SETSS,1.0,"$ 93,835",Special Needs - Support Services,PUSH IN/PULL OUT,Q172,2020
6448,SPEECH,2.0,"$ 193,386",Special Needs - Support Services,PUSH-IN -special ed,Q172,2020
6449,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 88,146",SAPIS,,Q172,2020
6450,GUIDANCE COUNSELOR,2.0,"$ 211,087",Guidance/Social Workers,,Q172,2020
6451,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 40,501",SBST,,Q172,2020
6452,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 103,102",SBST,,Q172,2020
6453,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 103,102",SBST,,Q172,2020
6454,BILINGUAL,0.0,$ 472,Paraprofessionals,,Q172,2020
6455,IEP-ALTERNATE PLACEMENT,3.0,"$ 138,090",Paraprofessionals,,Q172,2020
6456,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 99,893",Paraprofessionals,,Q172,2020
6457,IEP-HEALTH,3.0,"$ 125,877",Paraprofessionals,,Q172,2020
6458,TRANSLATION/INTERPRETATION,0.0,"$ 1,373",Paraprofessionals,,Q172,2020
6459,School Aides and Other Support Staff,0.0,"$ 121,252",School Aides and Other Support Staff,,Q172,2020
6460,ABSENCE COVERAGE,,"$ 11,303",Per Diem,,Q172,2020
6461,IEP-HEALTH,,"$ 2,000",Per Diem,,Q172,2020
6462,PROFESSIONAL DEVELOPMENT,,"$ 4,532",Per Diem,,Q172,2020
6463,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 83,139",Per Session,,Q172,2020
6464,PROFESSIONAL DEVELOPMENT,,"$ 4,639",Per Session,,Q172,2020
6465,PUPIL PERSONNEL SERVICES,,"$ 10,952",Per Session,,Q172,2020
6466,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 20,420",OTPS,,Q172,2020
6467,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 6,118",OTPS,,Q172,2020
6468,EDUCATIONAL CONSULTANTS,,"$ 21,400",OTPS,,Q172,2020
6469,EDUCATIONAL SOFTWARE,,"$ 17,304",OTPS,,Q172,2020
6470,EQUIPMENT - GENERAL,,"$ 11,762",OTPS,,Q172,2020
6471,LIBRARY BOOKS,,"$ 6,015",OTPS,,Q172,2020
6472,NON-CONTRACTUAL SERVICES,,"$ 7,084",OTPS,,Q172,2020
6473,SUPPLIES - GENERAL,,"$ 68,835",OTPS,,Q172,2020
6474,TELEPHONE AND OTHER COMMUNICATIONS,,$ 720,OTPS,,Q172,2020
6475,TEXTBOOKS,,$ 592,OTPS,,Q172,2020
6476,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 1,175",OTPS,,Q172,2020
6477,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 500,OTPS,,Q172,2020
6478,School Funded Copier,,"$ 7,872",Setasides,,Q172,2020
6479,People Working Partial Year,,"$ 171,035",People Working Partial Year,,Q172,2020
6480,Main School,85.0,"$ 8,205,726",School Site,,Q172,2020
6481,HEAD OF SCHOOL,1.0,"$ 174,538",Leadership,,Q172,2019
6482,ASST HEAD OF SCHOOL,3.0,"$ 381,718",Leadership,,Q172,2019
6483,PARENT COORDINATOR,1.0,"$ 54,651",Coordinator/Supervisor/Dean,,Q172,2019
6484,SCHOOL SECRETARY,2.0,"$ 137,509",Secretary,,Q172,2019
6485,ARTS,2.0,"$ 181,972",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6486,COMPUTER,1.0,"$ 90,986",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6487,DRAMA/THEATER,1.0,"$ 90,986",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6488,ENGLISH LANGUAGE ARTS,10.0,"$ 909,860",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6489,ESL,2.0,"$ 99,475",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6490,FL - SPANISH,4.0,"$ 363,034",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6491,LIBRARY,1.0,"$ 90,986",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6492,MATH,8.0,"$ 758,885",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6493,MUSIC,1.0,"$ 90,986",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6494,MUSIC VOCAL,1.0,"$ 90,986",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6495,PHYSICAL EDUCATION,3.0,"$ 272,958",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6496,SCIENCE - BIOLOGY,1.0,"$ 90,986",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6497,SCIENCE - GENERAL SCIENCE,5.0,"$ 454,930",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6498,SELF CONTAINED SP ED,11.0,"$ 932,607",Cluster/Quota Teacher,ICT - Special Ed Teacher,Q172,2019
6499,SELF CONTAINED SP ED,5.0,"$ 454,930",Cluster/Quota Teacher,SELF-CONTAINED SP ED,Q172,2019
6500,SELF CONTAINED SP ED,16.0,"$ 1,387,537",Cluster/Quota Teacher,Sub-Total,Q172,2019
6501,SOCIAL STUDIES,1.0,"$ 90,986",Cluster/Quota Teacher,SUBJECT SPECIFIC,Q172,2019
6502,SOCIAL STUDIES,4.0,"$ 363,944",Cluster/Quota Teacher,WHOLE CLASS,Q172,2019
6503,SOCIAL STUDIES,5.0,"$ 454,930",Cluster/Quota Teacher,Sub-Total,Q172,2019
6504,OCCUPATIONAL THERAPY,1.0,"$ 75,145",Special Needs - Support Services,PUSH IN/PULL OUT,Q172,2019
6505,SETSS,1.0,"$ 90,986",Special Needs - Support Services,PUSH IN/PULL OUT,Q172,2019
6506,SPEECH,2.0,"$ 187,274",Special Needs - Support Services,PUSH-IN -special ed,Q172,2019
6507,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 83,180",SAPIS,,Q172,2019
6508,GUIDANCE COUNSELOR,2.0,"$ 203,994",Guidance/Social Workers,,Q172,2019
6509,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 38,696",SBST,,Q172,2019
6510,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 99,227",SBST,,Q172,2019
6511,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 99,227",SBST,,Q172,2019
6512,IEP-ALTERNATE PLACEMENT,3.0,"$ 130,677",Paraprofessionals,,Q172,2019
6513,IEP-CRISIS MANAGEMENT(CIT),3.0,"$ 130,677",Paraprofessionals,,Q172,2019
6514,IEP-HEALTH,3.0,"$ 105,657",Paraprofessionals,,Q172,2019
6515,School Aides and Other Support Staff,0.0,"$ 121,223",School Aides and Other Support Staff,,Q172,2019
6516,ABSENCE COVERAGE,,"$ 75,865",Per Diem,,Q172,2019
6517,IEP-HEALTH,,"$ 75,500",Per Diem,,Q172,2019
6518,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 77,667",Per Session,,Q172,2019
6519,PARENT INVOLVEMENT,,$ 418,Per Session,,Q172,2019
6520,PROFESSIONAL DEVELOPMENT,,$ 715,Per Session,,Q172,2019
6521,SUMMER STUDENT PROGRAMS,,"$ 4,198",Per Session,,Q172,2019
6522,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 17,065",OTPS,,Q172,2019
6523,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 5,389",OTPS,,Q172,2019
6524,EDUCATIONAL CONSULTANTS,,"$ 37,000",OTPS,,Q172,2019
6525,EDUCATIONAL SOFTWARE,,"$ 21,376",OTPS,,Q172,2019
6526,EQUIPMENT - GENERAL,,"$ 49,972",OTPS,,Q172,2019
6527,LIBRARY BOOKS,,"$ 6,093",OTPS,,Q172,2019
6528,NON-CONTRACTUAL SERVICES,,"$ 6,976",OTPS,,Q172,2019
6529,SUPPLIES - GENERAL,,"$ 53,149",OTPS,,Q172,2019
6530,TELEPHONE AND OTHER COMMUNICATIONS,,$ 750,OTPS,,Q172,2019
6531,TEXTBOOKS,,"$ 32,717",OTPS,,Q172,2019
6532,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 386,OTPS,,Q172,2019
6533,Not Available,,"$ 40,554",Sixth period coverage,,Q172,2019
6534,People Working Partial Year,,"$ 161,345",People Working Partial Year,,Q172,2019
6535,CB GE All Other Salaries Set Aside,,"$ 11,071",Setasides,,Q172,2019
6536,CB GE Classroom Teachers Set Aside,,"$ 44,810",Setasides,,Q172,2019
6537,CB GE Pupil Support Services Set Aside,,"$ 1,470",Setasides,,Q172,2019
6538,CB SE All Other Salaries Set Aside,,"$ 5,044",Setasides,,Q172,2019
6539,CB SE Classroom Teachers Set Aside,,$ 990,Setasides,,Q172,2019
6540,CB SE Pupil Support Services Set Aside,,"$ 26,343",Setasides,,Q172,2019
6541,School Funded Copier,,"$ 6,756",Setasides,,Q172,2019
6542,Main School,86.0,"$ 8,307,495",School Site,,Q172,2019
6543,HEAD OF SCHOOL,1.0,"$ 165,203",Leadership,,Q172,2018
6544,ASST HEAD OF SCHOOL,3.0,"$ 353,326",Leadership,,Q172,2018
6545,PARENT COORDINATOR,1.0,"$ 54,651",Coordinator/Supervisor/Dean,,Q172,2018
6546,SCHOOL SECRETARY,2.0,"$ 129,753",Secretary,,Q172,2018
6547,ARTS,2.0,"$ 173,962",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6548,COMPUTER,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6549,DRAMA/THEATER,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6550,ENGLISH LANGUAGE ARTS,10.0,"$ 874,332",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6551,ESL,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6552,FL - SPANISH,4.0,"$ 347,924",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6553,LIBRARY,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6554,MATH,1.0,"$ 86,981",Cluster/Quota Teacher,ICT - Special Ed Teacher,Q172,2018
6555,MATH,7.0,"$ 629,171",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6556,MATH,8.0,"$ 716,152",Cluster/Quota Teacher,Sub-Total,Q172,2018
6557,MUSIC,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6558,MUSIC VOCAL,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6559,PHYSICAL EDUCATION,2.0,"$ 173,962",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6560,SCIENCE - BIOLOGY,1.0,"$ 86,981",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6561,SCIENCE - GENERAL SCIENCE,5.0,"$ 434,905",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6562,SELF CONTAINED SP ED,7.0,"$ 562,323",Cluster/Quota Teacher,ICT - Special Ed Teacher,Q172,2018
6563,SELF CONTAINED SP ED,2.0,"$ 173,962",Cluster/Quota Teacher,SELF-CONTAINED SP ED,Q172,2018
6564,SELF CONTAINED SP ED,5.0,"$ 320,873",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6565,SELF CONTAINED SP ED,14.0,"$ 1,057,158",Cluster/Quota Teacher,Sub-Total,Q172,2018
6566,SOCIAL STUDIES,1.0,"$ 86,981",Cluster/Quota Teacher,SUBJECT SPECIFIC,Q172,2018
6567,SOCIAL STUDIES,4.0,"$ 347,924",Cluster/Quota Teacher,WHOLE CLASS,Q172,2018
6568,SOCIAL STUDIES,5.0,"$ 434,905",Cluster/Quota Teacher,Sub-Total,Q172,2018
6569,OCCUPATIONAL THERAPY,1.0,"$ 72,148",Special Needs - Support Services,PUSH IN/PULL OUT,Q172,2018
6570,SETSS,2.0,"$ 173,962",Special Needs - Support Services,PUSH IN/PULL OUT,Q172,2018
6571,SPEECH,1.0,"$ 90,166",Special Needs - Support Services,PUSH IN/PULL OUT,Q172,2018
6572,SPEECH,1.0,"$ 90,166",Special Needs - Support Services,PUSH-IN -special ed,Q172,2018
6573,SPEECH,2.0,"$ 180,332",Special Needs - Support Services,Sub-Total,Q172,2018
6574,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 82,603",SAPIS,,Q172,2018
6575,GUIDANCE COUNSELOR,2.0,"$ 200,555",Guidance/Social Workers,,Q172,2018
6576,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 37,621",SBST,,Q172,2018
6577,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 115,741",SBST,,Q172,2018
6578,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 95,255",SBST,,Q172,2018
6579,504,1.0,"$ 17,440",Paraprofessionals,,Q172,2018
6580,IEP-ALTERNATE PLACEMENT,1.0,"$ 55,817",Paraprofessionals,,Q172,2018
6581,IEP-CRISIS MANAGEMENT(CIT),3.0,"$ 120,577",Paraprofessionals,,Q172,2018
6582,IEP-HEALTH,4.0,"$ 138,796",Paraprofessionals,,Q172,2018
6583,School Aides and Other Support Staff,0.0,"$ 118,846",School Aides and Other Support Staff,,Q172,2018
6584,504,,"$ 17,220",Per Diem,,Q172,2018
6585,ABSENCE COVERAGE,,"$ 126,458",Per Diem,,Q172,2018
6586,IEP-CRISIS MANAGEMENT(CIT),,"$ 17,580",Per Diem,,Q172,2018
6587,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 82,095",Per Session,,Q172,2018
6588,PARENT INVOLVEMENT,,"$ 1,691",Per Session,,Q172,2018
6589,PROFESSIONAL DEVELOPMENT,,$ 0,Per Session,,Q172,2018
6590,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 10,210",OTPS,,Q172,2018
6591,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 7,894",OTPS,,Q172,2018
6592,EDUCATIONAL CONSULTANTS,,"$ 8,575",OTPS,,Q172,2018
6593,EDUCATIONAL SOFTWARE,,"$ 38,055",OTPS,,Q172,2018
6594,EQUIPMENT - GENERAL,,"$ 23,352",OTPS,,Q172,2018
6595,LIBRARY BOOKS,,"$ 6,107",OTPS,,Q172,2018
6596,NON-CONTRACTUAL SERVICES,,"$ 7,284",OTPS,,Q172,2018
6597,SUPPLIES - GENERAL,,"$ 41,432",OTPS,,Q172,2018
6598,TELEPHONE AND OTHER COMMUNICATIONS,,$ 744,OTPS,,Q172,2018
6599,TEXTBOOKS,,"$ 23,103",OTPS,,Q172,2018
6600,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 883,OTPS,,Q172,2018
6601,Not Available,,"$ 58,931",Sixth period coverage,,Q172,2018
6602,People Working Partial Year,,"$ 191,123",People Working Partial Year,,Q172,2018
6603,School Funded Copier,,"$ 7,160",Setasides,,Q172,2018
6604,Main School,83.0,"$ 7,604,690",School Site,,Q172,2018
6605,ASST HEAD OF SCHOOL,1.0,"$ 125,418",Leadership,,Q162,2022
6606,INTERIM ACTING - PRINCIPAL,1.0,"$ 91,848",Leadership,,Q162,2022
6607,PARENT COORDINATOR,1.0,"$ 32,056",Coordinator/Supervisor/Dean,,Q162,2022
6608,School Secretary,2.0,"$ 135,646",Secretary,,Q162,2022
6609,Pre K,1.0,"$ 146,322",Classroom Teacher,WHOLE CLASS,Q162,2022
6610,K,1.0,"$ 103,080",Classroom Teacher,ICT - General Ed Teacher,Q162,2022
6611,K,1.0,"$ 103,080",Classroom Teacher,ICT - Special Ed Teacher,Q162,2022
6612,K,3.0,"$ 309,240",Classroom Teacher,WHOLE CLASS,Q162,2022
6613,K,5.0,"$ 515,400",Classroom Teacher,Sub-Total,Q162,2022
6614,"K, 1",1.0,"$ 103,080",Classroom Teacher,SELF-CONTAINED SP ED,Q162,2022
6615,1,1.0,"$ 12,225",Classroom Teacher,ICT - General Ed Teacher,Q162,2022
6616,1,1.0,"$ 103,080",Classroom Teacher,ICT - Special Ed Teacher,Q162,2022
6617,1,2.0,"$ 206,160",Classroom Teacher,WHOLE CLASS,Q162,2022
6618,1,4.0,"$ 321,465",Classroom Teacher,Sub-Total,Q162,2022
6619,2,1.0,"$ 103,080",Classroom Teacher,ICT - General Ed Teacher,Q162,2022
6620,2,2.0,"$ 119,716",Classroom Teacher,ICT - Special Ed Teacher,Q162,2022
6621,2,2.0,"$ 206,160",Classroom Teacher,WHOLE CLASS,Q162,2022
6622,2,5.0,"$ 428,956",Classroom Teacher,Sub-Total,Q162,2022
6623,"2, 3",1.0,"$ 103,080",Classroom Teacher,SELF-CONTAINED SP ED,Q162,2022
6624,3,1.0,"$ 69,538",Classroom Teacher,ICT - General Ed Teacher,Q162,2022
6625,3,1.0,"$ 103,080",Classroom Teacher,ICT - Special Ed Teacher,Q162,2022
6626,3,2.0,"$ 206,160",Classroom Teacher,WHOLE CLASS,Q162,2022
6627,3,4.0,"$ 378,778",Classroom Teacher,Sub-Total,Q162,2022
6628,4,1.0,"$ 103,080",Classroom Teacher,ICT - General Ed Teacher,Q162,2022
6629,4,1.0,"$ 103,080",Classroom Teacher,ICT - Special Ed Teacher,Q162,2022
6630,4,2.0,"$ 206,160",Classroom Teacher,WHOLE CLASS,Q162,2022
6631,4,4.0,"$ 412,320",Classroom Teacher,Sub-Total,Q162,2022
6632,"4, 5",1.0,"$ 103,080",Classroom Teacher,SELF-CONTAINED SP ED,Q162,2022
6633,5,2.0,"$ 138,023",Classroom Teacher,ICT - General Ed Teacher,Q162,2022
6634,5,1.0,"$ 103,080",Classroom Teacher,ICT - Special Ed Teacher,Q162,2022
6635,5,2.0,"$ 206,160",Classroom Teacher,WHOLE CLASS,Q162,2022
6636,5,5.0,"$ 447,263",Classroom Teacher,Sub-Total,Q162,2022
6637,ARTS,1.0,"$ 127,715",Elementary Cluster/Quota,WHOLE CLASS,Q162,2022
6638,COMPUTER,1.0,"$ 103,080",Elementary Cluster/Quota,WHOLE CLASS,Q162,2022
6639,MUSIC,1.0,"$ 130,859",Elementary Cluster/Quota,WHOLE CLASS,Q162,2022
6640,PHYSICAL EDUCATION,1.0,"$ 103,080",Elementary Cluster/Quota,WHOLE CLASS,Q162,2022
6641,SCIENCE - GENERAL SCIENCE,1.0,"$ 103,080",Elementary Cluster/Quota,WHOLE CLASS,Q162,2022
6642,ESL,2.0,"$ 206,160",Special Needs - Support Services,PUSH IN/PULL OUT,Q162,2022
6643,INTERVENTION / PREVENTION,1.0,"$ 103,080",Special Needs - Support Services,PUSH IN/PULL OUT,Q162,2022
6644,OCCUPATIONAL THERAPY,1.0,"$ 81,110",Special Needs - Support Services,PUSH IN/PULL OUT,Q162,2022
6645,SPEECH,3.0,"$ 216,650",Special Needs - Support Services,PUSH IN/PULL OUT,Q162,2022
6646,Guidance Counselor,1.0,"$ 113,971",Guidance/Social Workers,,Q162,2022
6647,DC 37 Para More Than 20 Hrs,0.0,"$ 35,648",SBST,,Q162,2022
6648,School Psychologist Mandated Services,1.0,"$ 108,762",SBST,,Q162,2022
6649,School Social Worker,1.0,"$ 89,217",SBST,,Q162,2022
6650,CLASSROOM - General Ed,1.0,"$ 66,593",Paraprofessionals,,Q162,2022
6651,IEP-ALTERNATE PLACEMENT,7.0,"$ 308,014",Paraprofessionals,,Q162,2022
6652,IEP-CRISIS MANAGEMENT(CIT),6.0,"$ 271,608",Paraprofessionals,,Q162,2022
6653,IEP-HEALTH,4.0,"$ 137,741",Paraprofessionals,,Q162,2022
6654,School Aides and Other Support Staff,0.0,"$ 161,618",School Aides and Other Support Staff,,Q162,2022
6655,ABSENCE COVERAGE,,"$ 192,312",Per Diem,,Q162,2022
6656,IEP-HEALTH,,"$ 51,712",Per Diem,,Q162,2022
6657,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 201,903",Per Session,,Q162,2022
6658,PARENT INVOLVEMENT,,"$ 4,973",Per Session,,Q162,2022
6659,SUMMER STUDENT PROGRAMS,,"$ 17,990",Per Session,,Q162,2022
6660,Data Processing Repair - Contractual,,"$ 4,790",OTPS,,Q162,2022
6661,Educational Consultants,,"$ 44,520",OTPS,,Q162,2022
6662,Educational Software,,"$ 16,957",OTPS,,Q162,2022
6663,Equipment - General,,"$ 5,273",OTPS,,Q162,2022
6664,Furniture Object 300,,"$ 2,617",OTPS,,Q162,2022
6665,Library Books,,"$ 5,005",OTPS,,Q162,2022
6666,Non-Contractual Services,,"$ 2,400",OTPS,,Q162,2022
6667,Professional Services Other,,"$ 5,100",OTPS,,Q162,2022
6668,Supplies - General,,"$ 58,773",OTPS,,Q162,2022
6669,Telephone and Other Communications,,$ 515,OTPS,,Q162,2022
6670,Textbooks,,"$ 34,758",OTPS,,Q162,2022
6671,Mid-Year Repayment Set Aside,,"$ 11,309",Setasides,,Q162,2022
6672,People Working Partial Year,,"$ 531,246",People Working Partial Year,,Q162,2022
6673,Main School,69.0,"$ 7,004,851",School Site,,Q162,2022
6674,HEAD OF SCHOOL,1.0,"$ 166,340",Leadership,,Q162,2021
6675,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 22,460",Leadership,,Q162,2021
6676,PARENT COORDINATOR,1.0,"$ 40,450",Coordinator/Supervisor/Dean,,Q162,2021
6677,School Secretary,2.0,"$ 134,166",Secretary,,Q162,2021
6678,Pre K,1.0,"$ 143,106",Classroom Teacher,WHOLE CLASS,Q162,2021
6679,K,1.0,"$ 101,099",Classroom Teacher,ICT - General Ed Teacher,Q162,2021
6680,K,2.0,"$ 202,198",Classroom Teacher,WHOLE CLASS,Q162,2021
6681,K,3.0,"$ 303,297",Classroom Teacher,Sub-Total,Q162,2021
6682,"K,1,2",1.0,"$ 101,099",Classroom Teacher,SELF-CONTAINED SP ED,Q162,2021
6683,1,1.0,"$ 101,099",Classroom Teacher,ICT - Special Ed Teacher,Q162,2021
6684,1,3.0,"$ 231,921",Classroom Teacher,WHOLE CLASS,Q162,2021
6685,1,4.0,"$ 333,020",Classroom Teacher,Sub-Total,Q162,2021
6686,2,1.0,"$ 101,099",Classroom Teacher,ICT - General Ed Teacher,Q162,2021
6687,2,1.0,"$ 101,099",Classroom Teacher,ICT - Special Ed Teacher,Q162,2021
6688,2,2.0,"$ 202,198",Classroom Teacher,WHOLE CLASS,Q162,2021
6689,2,4.0,"$ 404,396",Classroom Teacher,Sub-Total,Q162,2021
6690,23,1.0,"$ 101,099",Classroom Teacher,SELF-CONTAINED SP ED,Q162,2021
6691,3,1.0,"$ 101,099",Classroom Teacher,ICT - General Ed Teacher,Q162,2021
6692,3,1.0,"$ 101,099",Classroom Teacher,ICT - Special Ed Teacher,Q162,2021
6693,3,2.0,"$ 202,198",Classroom Teacher,WHOLE CLASS,Q162,2021
6694,3,4.0,"$ 404,396",Classroom Teacher,Sub-Total,Q162,2021
6695,345,1.0,"$ 101,099",Classroom Teacher,SELF-CONTAINED SP ED,Q162,2021
6696,4,1.0,"$ 101,099",Classroom Teacher,ICT - General Ed Teacher,Q162,2021
6697,4,1.0,"$ 101,099",Classroom Teacher,ICT - Special Ed Teacher,Q162,2021
6698,4,3.0,"$ 303,297",Classroom Teacher,WHOLE CLASS,Q162,2021
6699,4,5.0,"$ 505,495",Classroom Teacher,Sub-Total,Q162,2021
6700,5,2.0,"$ 206,701",Classroom Teacher,ICT - General Ed Teacher,Q162,2021
6701,5,2.0,"$ 236,967",Classroom Teacher,ICT - Special Ed Teacher,Q162,2021
6702,5,1.0,"$ 101,099",Classroom Teacher,WHOLE CLASS,Q162,2021
6703,5,5.0,"$ 544,767",Classroom Teacher,Sub-Total,Q162,2021
6704,ARTS,1.0,"$ 125,030",Elementary Cluster/Quota,WHOLE CLASS,Q162,2021
6705,COMPUTER,1.0,"$ 101,099",Elementary Cluster/Quota,WHOLE CLASS,Q162,2021
6706,MUSIC,1.0,"$ 130,777",Elementary Cluster/Quota,WHOLE CLASS,Q162,2021
6707,PHYSICAL EDUCATION,1.0,"$ 101,099",Elementary Cluster/Quota,WHOLE CLASS,Q162,2021
6708,SCIENCE - GENERAL SCIENCE,1.0,"$ 101,099",Elementary Cluster/Quota,WHOLE CLASS,Q162,2021
6709,ESL,1.0,"$ 101,099",Special Needs - Support Services,PULL-OUT -all students,Q162,2021
6710,ESL,2.0,"$ 200,146",Special Needs - Support Services,PUSH IN/PULL OUT,Q162,2021
6711,ESL,3.0,"$ 301,245",Special Needs - Support Services,Sub-Total,Q162,2021
6712,INTERVENTION / PREVENTION,1.0,"$ 101,099",Special Needs - Support Services,PUSH IN/PULL OUT,Q162,2021
