,allocation_category,amount,location_code,fiscal_year
3479,TL SBST Shared,"$ 135,089",M175,2022
3480,TL School to School Summer Rising Transfers Shared,"$ 15,978",M175,2022
3481,TL Situation Room,"$ 2,541",M175,2022
3482,TL Summer Rising Shared,"$ 1,003",M175,2022
3483,TL Summer Rising Support Shared,"$ 12,090",M175,2022
3484,TL Translation Services,"$ 1,193",M175,2022
3485,3K for All,"$ 439,680",M175,2021
3486,4K for All,"$ 439,680",M175,2021
3487,AIDP,"$ 29,792",M175,2021
3488,AIDP STH School and Site Based Shared,"$ 119,139",M175,2021
3489,Contract for Excellence FY 09,"$ 105,878",M175,2021
3490,High Need Support for Title I,"$ 9,346",M175,2021
3491,IDEA RS IEP Para,"$ 84,414",M175,2021
3492,Rollover Title IV Community Coordinator,"$ 13,358",M175,2021
3493,School Support Supplement,"$ 244,418",M175,2021
3494,State Misc. 16 - EDSVP,"$ 52,302",M175,2021
3495,Title I STH,"$ 4,800",M175,2021
3496,Title I STH Carry Over,"$ 4,800",M175,2021
3497,Title I SWP,"$ 237,534",M175,2021
3498,Title I SWP Carry Over,"$ 27,170",M175,2021
3499,Title I SWP Parent and Family Engagement,"$ 4,869",M175,2021
3500,Title I SWP Summer in the City,"$ 1,238",M175,2021
3501,Title I SWP Translation Services,"$ 1,712",M175,2021
3502,Title IIA Supplemental,"$ 57,508",M175,2021
3503,Title III LEP,"$ 12,366",M175,2021
3504,Title IV Community Coordinator,"$ 78,620",M175,2021
3505,Title IV Summer Rising Reopening Planning,"$ 2,370",M175,2021
3506,Title IV Well Rounded ELA Math Support,"$ 4,592",M175,2021
3507,TL Arts Studio,$ 560,M175,2021
3508,TL Bridging the Gap,"$ 104,088",M175,2021
3509,TL CB School Staff,"$ 48,475",M175,2021
3510,TL Computer Maintenance,"$ 1,495",M175,2021
3511,TL Covid MY Register Loss Restoration,"$ 22,700",M175,2021
3512,TL CRRSA COVID MYA Register Loss Restoration,"$ 68,099",M175,2021
3513,TL CRRSA COVID Teacher Support,"$ 244,131",M175,2021
3514,TL ELA/Math Student Support,"$ 12,856",M175,2021
3515,TL Fair Student Funding,"$ 2,051,468",M175,2021
3516,TL HEW School Wellness Council,"$ 2,500",M175,2021
3517,TL Implicit Bias Awareness,"$ 1,324",M175,2021
3518,TL Instructional Leadership Framework,"$ 18,938",M175,2021
3519,TL NYSTL Library Books,"$ 1,751",M175,2021
3520,TL Parent Coordinator,"$ 38,235",M175,2021
3521,TL Parent Coordinator OTPS,$ 500,M175,2021
3522,TL Periodic Assessment,"$ 1,500",M175,2021
3523,TL RS IEP Para,"$ 183,669",M175,2021
3524,TL RS Mandated Counseling Shared,"$ 55,059",M175,2021
3525,TL RS Mandated Speech Shared,"$ 99,109",M175,2021
3526,TL RS Occupational Therapist PS Shared,"$ 78,516",M175,2021
3527,TL RS Physical Therapist PS Shared,"$ 79,161",M175,2021
3528,TL SBST Shared,"$ 129,698",M175,2021
3529,TL School COVID Planning Supplement,"$ 4,796",M175,2021
3530,TL Summer in the City Shared,"$ 1,505",M175,2021
3531,TL Translation Services,"$ 1,200",M175,2021
3532,3K for All,"$ 511,151",M175,2020
3533,4K for All,"$ 432,455",M175,2020
3534,AIDP,"$ 29,792",M175,2020
3535,AIDP Family Worker Per Session,$ 858,M175,2020
3536,AIDP STH School and Site Based Shared,"$ 119,917",M175,2020
3537,Contract for Excellence FY 09,"$ 105,878",M175,2020
3538,High Need Support for Title I,"$ 9,821",M175,2020
3539,IDEA RS IEP Para,"$ 66,023",M175,2020
3540,Rollover Title IV Community Coordinator,"$ 14,157",M175,2020
3541,School Support Supplement,"$ 238,349",M175,2020
3542,State Misc. 16 - EDSVP,"$ 53,061",M175,2020
3543,Title I SWP,"$ 239,671",M175,2020
3544,Title I SWP Parent and Family Engagement,"$ 2,421",M175,2020
3545,Title I SWP Translation Services,"$ 1,797",M175,2020
3546,Title IIA Supplemental,"$ 62,500",M175,2020
3547,Title III Immigrant,"$ 5,087",M175,2020
3548,Title III LEP,"$ 12,366",M175,2020
3549,Title IV Community Coordinator,"$ 83,277",M175,2020
3550,TL Arts Studio,"$ 2,595",M175,2020
3551,TL Bridging the Gap,"$ 103,102",M175,2020
3552,TL CB School Staff,"$ 43,102",M175,2020
3553,TL Computer Maintenance,"$ 1,495",M175,2020
3554,TL Continuous Improvement,"$ 16,000",M175,2020
3555,TL ELA/Math Student Support,"$ 16,145",M175,2020
3556,TL Fair Student Funding,"$ 2,103,971",M175,2020
3557,TL HEW School Wellness Council,"$ 1,000",M175,2020
3558,TL Instructional Leadership Framework,"$ 19,097",M175,2020
3559,TL MOSL,"$ 1,500",M175,2020
3560,TL NYSTL Hardware,"$ 3,019",M175,2020
3561,TL NYSTL Library Books,"$ 1,851",M175,2020
3562,TL NYSTL Software,"$ 2,986",M175,2020
3563,TL NYSTL Textbooks,"$ 6,904",M175,2020
3564,TL Parent Coordinator,"$ 37,878",M175,2020
3565,TL Parent Coordinator OTPS,$ 500,M175,2020
3566,TL RS IEP Para,"$ 188,306",M175,2020
3567,TL RS Mandated Counseling Shared,"$ 58,433",M175,2020
3568,TL RS Mandated Speech Shared,"$ 96,693",M175,2020
3569,TL RS Occupational Therapist PS Shared,"$ 74,881",M175,2020
3570,TL RS Physical Therapist PS Shared,"$ 77,748",M175,2020
3571,TL RS Speech Sixth Period Coverage,"$ 10,853",M175,2020
3572,TL SBST Shared,"$ 162,827",M175,2020
3573,TL Summer in the City Shared,"$ 3,311",M175,2020
3574,TL Translation Services,"$ 1,055",M175,2020
3575,3K for All,"$ 294,867",M175,2019
3576,4K for All,"$ 435,782",M175,2019
3577,AIDP,"$ 31,360",M175,2019
3578,AIDP STH School and Site Based Shared,"$ 117,367",M175,2019
3579,Contract for Excellence FY 09,"$ 105,878",M175,2019
3580,IC Rev DOHMH Wellness Programs 99024,"$ 1,000",M175,2019
3581,IDEA RS IEP Para,"$ 78,045",M175,2019
3582,IDEA SBST Shared,"$ 140,158",M175,2019
3583,School Support Supplement,"$ 216,430",M175,2019
3584,Sequester Aid IDEA RS IEP Paras,"$ 8,339",M175,2019
3585,Sequester/2010 Census Title I SWP,"$ 9,314",M175,2019
3586,Sequester/2010 Census Title IIA,"$ 18,501",M175,2019
3587,State Misc. 16 EDSVP,"$ 52,936",M175,2019
3588,Title I SWP,"$ 216,947",M175,2019
3589,Title I SWP Parent and Family Engagement,"$ 2,191",M175,2019
3590,Title I SWP Translation Services,"$ 2,048",M175,2019
3591,Title IIA Supplemental,"$ 53,530",M175,2019
3592,Title III LEP,"$ 12,366",M175,2019
3593,Title IV Community Coordinator,"$ 83,277",M175,2019
3594,TL Arts Studio,"$ 1,700",M175,2019
3595,TL CB Per Session Per Diem Prep,"$ 1,263",M175,2019
3596,TL CB School Staff,"$ 27,307",M175,2019
3597,TL CB School Staff PK,"$ 6,182",M175,2019
3598,TL CB School Staff Related Services,"$ 1,956",M175,2019
3599,TL Computer Maintenance,"$ 4,311",M175,2019
3600,TL Core Curriculum Support,"$ 1,144",M175,2019
3601,TL ELA/Math Student Support,"$ 14,986",M175,2019
3602,TL Fair Student Funding,"$ 2,137,492",M175,2019
3603,TL FSF Floor Raise,"$ 52,496",M175,2019
3604,TL GE CB School Staff,"$ 27,340",M175,2019
3605,TL LEAP,"$ 1,250",M175,2019
3606,TL Long Term Absence,"$ 4,441",M175,2019
3607,TL MOSL,"$ 1,500",M175,2019
3608,TL NYSTL Library Books,"$ 1,807",M175,2019
3609,TL Parent Coordinator,"$ 35,592",M175,2019
3610,TL Parent Coordinator OTPS,$ 500,M175,2019
3611,TL RS IEP Para,"$ 199,076",M175,2019
3612,TL RS Mandated Counseling Shared,"$ 58,736",M175,2019
3613,TL RS Mandated Speech Shared,"$ 93,637",M175,2019
3614,TL RS Physical Therapist PS Shared,"$ 75,864",M175,2019
3615,TL RS Speech Sixth Period Coverage,"$ 11,356",M175,2019
3616,TL SBST Shared,"$ 31,719",M175,2019
3617,TL SE CB School Staff,"$ 15,302",M175,2019
3618,TL Section 504,"$ 28,281",M175,2019
3619,TL Strong Schools Strong Communities,"$ 16,000",M175,2019
3620,TL Summer in the City Shared,"$ 5,534",M175,2019
3621,TL Teacher Career Pathway - Subsidy Allocation,$ 832,M175,2019
3622,TL Translation Services,"$ 1,203",M175,2019
3623,TL Vision for School Improvement,"$ 19,097",M175,2019
3624,AIDP,"$ 31,677",M175,2018
3625,AIDP STH School and Site Based Shared,"$ 50,685",M175,2018
3626,Contract for Excellence FY 09,"$ 105,878",M175,2018
3627,IDEA RS IEP Para,"$ 99,273",M175,2018
3628,IDEA SBST Shared,"$ 71,638",M175,2018
3629,MBK FCEP D5 State Misc 76,"$ 1,785",M175,2018
3630,Pre-K,"$ 206,768",M175,2018
3631,School Support Supplement,"$ 209,144",M175,2018
3632,Sequester Aid IDEA RS IEP Paras,"$ 10,607",M175,2018
3633,Sequester/2010 Census Title I SWP,"$ 8,957",M175,2018
3634,Sequester/2010 Census Title IIA,"$ 9,421",M175,2018
3635,State Misc. 16 EDSVP,"$ 51,020",M175,2018
3636,Title I SWP,"$ 208,662",M175,2018
3637,Title I SWP Parent Involvement,"$ 2,108",M175,2018
3638,Title I SWP Translation Services,"$ 1,811",M175,2018
3639,Title IIA Supplemental,"$ 73,956",M175,2018
3640,Title III Immigrant,"$ 3,348",M175,2018
3641,Title III LEP,"$ 12,366",M175,2018
3642,TL Arts Studio,"$ 2,330",M175,2018
3643,TL ASA for ESD SVP,"$ 10,624",M175,2018
3644,TL CB School Staff,"$ 37,102",M175,2018
3645,TL CFES Open Schools Support Staff,"$ 6,504",M175,2018
3646,TL Computer Maintenance,"$ 4,721",M175,2018
3647,TL Core Curriculum Support,$ 572,M175,2018
3648,TL E&E Universal Literacy,"$ 13,859",M175,2018
3649,TL ELA/Math Student Support,"$ 12,622",M175,2018
3650,TL Fair Student Funding,"$ 1,965,140",M175,2018
3651,TL FSF Post-IEP Support,$ 490,M175,2018
3652,TL MOSL,"$ 1,500",M175,2018
3653,TL NYSTL Library Books,"$ 1,753",M175,2018
3654,TL NYSTL Textbooks,"$ 6,747",M175,2018
3655,TL Parent Coordinator,"$ 35,592",M175,2018
3656,TL Parent Coordinator OTPS,$ 500,M175,2018
3657,TL RS IEP Para,"$ 248,483",M175,2018
3658,TL RS Mandated Counseling Shared,"$ 56,385",M175,2018
3659,TL RS Mandated Speech Shared,"$ 90,166",M175,2018
3660,TL RS Physical Therapist PS Shared,"$ 72,692",M175,2018
3661,TL RS Speech Sixth Period Coverage,"$ 10,156",M175,2018
3662,TL SBST Shared,"$ 35,530",M175,2018
3663,TL Section 504,"$ 23,000",M175,2018
3664,TL Strong Schools Strong Communities,"$ 16,000",M175,2018
3665,TL Summer in the City Shared,"$ 1,775",M175,2018
3666,TL Translation Services,"$ 1,064",M175,2018
3667,TL Vision for School Improvement,"$ 19,097",M175,2018
3668,Universal PreK Quality Full-Day,"$ 205,776",M175,2018
3669,21st Century 62,"$ 47,710",M161,2022
3670,AIDP Attendance Shared,"$ 150,490",M161,2022
3671,ARPA Academic Recovery,"$ 313,698",M161,2022
3672,ARPA Academic Recovery AP Summer Rising,"$ 17,990",M161,2022
3673,ARPA Academic Recovery Arts,"$ 78,425",M161,2022
3674,ARPA Academic Recovery Arts Summer Rising,"$ 25,000",M161,2022
3675,ARPA Academic Recovery CBO Support Summer Rising,"$ 78,738",M161,2022
3676,ARPA Academic Recovery NYSITELL Testing Admin,"$ 8,804",M161,2022
3677,ARPA Academic Recovery Para Summer Rising,"$ 7,339",M161,2022
3678,ARPA Academic Recovery SE After-School Instruction,"$ 90,068",M161,2022
3679,ARPA Academic Recovery SE Counseling,"$ 3,302",M161,2022
3680,ARPA Academic Recovery SE Intervention Training,"$ 4,987",M161,2022
3681,ARPA Academic Recovery SE Planning Prep,"$ 9,323",M161,2022
3682,ARPA Academic Recovery SE RS Related Services,"$ 38,281",M161,2022
3683,ARPA Academic Recovery SE Support Summer Rising,"$ 27,434",M161,2022
3684,ARPA Election Day Remote Planning,"$ 4,791",M161,2022
3685,ARPA LA Initial Register Relief,"$ 22,553",M161,2022
3686,ARPA LA MYA Register Relief,"$ 92,825",M161,2022
3687,ARPA Restorative Justice Action Teams,"$ 13,717",M161,2022
3688,ARPA School COVID Planning Expansion,"$ 19,487",M161,2022
3689,ARPA Vaccine Policy Coverage,"$ 51,534",M161,2022
3690,Contract for Excellence FY 09,"$ 329,290",M161,2022
3691,CRRSA Computer Maintenance,$ 518,M161,2022
3692,CRRSA CRSE Arts Studio,$ 963,M161,2022
3693,CRRSA ELL/Special Needs Partner Arts Project OTPS,"$ 14,697",M161,2022
3694,CRRSA Home Language Libraries,"$ 3,772",M161,2022
3695,CRRSA Restoration Arts Studio,"$ 2,442",M161,2022
3696,CRRSA SHSAT,$ 176,M161,2022
3697,CRRSA Situation Room,"$ 11,616",M161,2022
3698,High Need Support for Title I,"$ 21,513",M161,2022
3699,High Need Support for Title I STH,"$ 6,025",M161,2022
3700,IDEA RS IEP Para,"$ 97,585",M161,2022
3701,IDEA SBST Shared,"$ 154,225",M161,2022
3702,School Support Supplement,"$ 507,719",M161,2022
3703,Title I SWP,"$ 519,665",M161,2022
3704,Title I SWP Carry Over,"$ 68,031",M161,2022
3705,Title I SWP Carry Over Parent and Family Engage,"$ 2,579",M161,2022
3706,Title I SWP Parent and Family Engagement,"$ 5,197",M161,2022
3707,Title I SWP STH,"$ 145,538",M161,2022
3708,Title I SWP Translation Services,"$ 2,606",M161,2022
3709,Title IIA Supplemental,"$ 98,615",M161,2022
3710,Title III Immigrant Carryover,"$ 7,795",M161,2022
3711,Title III LEP,"$ 19,719",M161,2022
3712,Title III Summer Rising ML Support,"$ 15,677",M161,2022
3713,Title IV Ed Tech,"$ 25,000",M161,2022
3714,Title IV Fall Reopening Planning Grant,"$ 8,464",M161,2022
3715,Title IV Safe Healthy Counseling Summer Rising,"$ 7,865",M161,2022
3716,Title IV Well Rounded ELA Math Support,"$ 14,011",M161,2022
3717,TL 12-Month AP,"$ 14,868",M161,2022
3718,TL Bridging the Gap,"$ 108,762",M161,2022
3719,TL CB School Staff,"$ 207,051",M161,2022
3720,TL Champs,"$ 2,376",M161,2022
3721,TL Computer Maintenance,"$ 2,518",M161,2022
3722,TL CRRSA COVID MYA Register Relief,"$ 26,181",M161,2022
3723,TL CRRSA FSF Floor Raise,"$ 79,966",M161,2022
3724,TL CRRSA Surplus Rollover,"$ 44,388",M161,2022
3725,TL ELA/Math Student Support,"$ 40,564",M161,2022
3726,TL ELL/Special Needs Partner Arts Project OTPS,$ 303,M161,2022
3727,TL ELL/Special Needs Partner Arts Project PS,"$ 1,296",M161,2022
3728,TL Fair Student Funding,"$ 5,546,606",M161,2022
3729,TL FSF Floor Raise,"$ 135,473",M161,2022
3730,TL FSF Post-IEP Support,$ 507,M161,2022
3731,TL MOSL,"$ 1,700",M161,2022
3732,TL NYSTL Hardware,"$ 3,160",M161,2022
3733,TL NYSTL Library Books,"$ 4,288",M161,2022
3734,TL NYSTL Software,"$ 3,160",M161,2022
3735,TL NYSTL Textbooks,"$ 3,550",M161,2022
3736,TL Parent Coordinator,"$ 50,668",M161,2022
3737,TL Parent Coordinator OTPS,$ 500,M161,2022
3738,TL RS IEP Para,"$ 352,503",M161,2022
3739,TL RS IEP Teacher,"$ 94,920",M161,2022
3740,TL RS Mandated Counseling Shared,"$ 65,750",M161,2022
3741,TL RS Mandated Speech Shared,"$ 309,249",M161,2022
3742,TL RS Occupational Therapist PS Shared,"$ 77,443",M161,2022
3743,TL RS Speech Sixth Period Coverage,"$ 5,163",M161,2022
3744,TL SBST Shared,"$ 142,448",M161,2022
3745,TL SE Specialized Program Bilingual,"$ 287,908",M161,2022
3746,TL Situation Room,"$ 3,106",M161,2022
3747,TL Specialized Admissions,"$ 1,058",M161,2022
3748,TL Student Club Advisor PS,"$ 2,125",M161,2022
3749,TL Student Club Initiative OTPS,"$ 2,300",M161,2022
3750,TL Summer Rising Shared,"$ 24,106",M161,2022
3751,TL Summer Rising Support Shared,"$ 36,526",M161,2022
3752,TL Terminal and Paid Leaves,"$ 117,758",M161,2022
3753,TL Translation Services,"$ 1,826",M161,2022
3754,21st Century 63,"$ 45,527",M161,2021
3755,AIDP Attendance Shared,"$ 147,079",M161,2021
3756,Contract for Excellence FY 09,"$ 329,290",M161,2021
3757,Funds Pub Schl 396 - PS 161M - OTPS/PER SESSION,"$ 10,000",M161,2021
3758,High Need Support for Title I,"$ 25,564",M161,2021
3759,IDEA RS IEP Para,"$ 182,896",M161,2021
3760,IDEA SBST Shared,"$ 147,128",M161,2021
3761,School Support Supplement,"$ 504,248",M161,2021
3762,Title I STH,"$ 20,500",M161,2021
3763,Title I STH Carry Over,"$ 20,500",M161,2021
3764,Title I SWP,"$ 642,383",M161,2021
3765,Title I SWP Carry Over,"$ 66,951",M161,2021
3766,Title I SWP Parent and Family Engagement,"$ 13,111",M161,2021
3767,Title I SWP Summer in the City,"$ 2,570",M161,2021
3768,Title I SWP Translation Services,"$ 2,919",M161,2021
3769,Title IIA Supplemental,"$ 117,285",M161,2021
3770,Title III Immigrant Carryover,"$ 13,105",M161,2021
3771,Title III LEP,"$ 21,666",M161,2021
3772,Title III Summer in the City MLL Support,"$ 7,523",M161,2021
3773,Title IV Ed Tech,"$ 13,500",M161,2021
3774,Title IV Ed Tech Teams,"$ 6,500",M161,2021
3775,Title IV Summer Rising Reopening Planning,"$ 3,581",M161,2021
3776,Title IV Well Rounded ELA Math Support,"$ 14,586",M161,2021
3777,TL 12-Month AP,"$ 15,395",M161,2021
3778,TL Arts Studio,"$ 2,240",M161,2021
3779,TL CB School Staff,"$ 113,075",M161,2021
3780,TL Champs,"$ 3,133",M161,2021
3781,TL Computer Maintenance,"$ 5,566",M161,2021
3782,TL Covid MY Register Loss Restoration,"$ 22,550",M161,2021
3783,TL CRRSA COVID MYA Register Loss Restoration,"$ 67,648",M161,2021
3784,TL CRRSA COVID Teacher Support,"$ 140,721",M161,2021
3785,TL ELA/Math Student Support,"$ 40,835",M161,2021
3786,TL Fair Student Funding,"$ 5,858,120",M161,2021
3787,TL Implicit Bias Awareness,"$ 3,232",M161,2021
3788,TL Instructional Leadership Framework,"$ 24,568",M161,2021
3789,TL NYSTL Library Books,"$ 4,732",M161,2021
3790,TL Parent Coordinator,"$ 50,668",M161,2021
3791,TL Parent Coordinator OTPS,$ 500,M161,2021
3792,TL Periodic Assessment,"$ 1,700",M161,2021
3793,TL Physical Education Initiative - Cohort 2,"$ 30,394",M161,2021
3794,TL RS IEP Para,"$ 392,950",M161,2021
3795,TL RS IEP Teacher,"$ 92,103",M161,2021
3796,TL RS Mandated Counseling Shared,"$ 72,101",M161,2021
3797,TL RS Mandated Speech Shared,"$ 297,327",M161,2021
3798,TL RS Occupational Therapist PS Shared,"$ 75,069",M161,2021
3799,TL RS Speech Sixth Period Coverage,"$ 3,233",M161,2021
3800,TL Safe School,"$ 7,489",M161,2021
3801,TL SBST PITs Shared,"$ 54,655",M161,2021
3802,TL SBST Shared,"$ 124,798",M161,2021
3803,TL School COVID Planning Supplement,"$ 7,341",M161,2021
3804,TL School to School Summer Transfers Shared,"$ 47,683",M161,2021
3805,TL SE Specialized Program Bilingual,"$ 148,749",M161,2021
3806,TL Specialized Admissions,$ 941,M161,2021
3807,TL Summer in the City Shared,"$ 18,914",M161,2021
3808,TL Summer in the City Support Shared,"$ 22,398",M161,2021
3809,TL Summer in the City SWD Support,"$ 19,097",M161,2021
3810,TL Terminal and Paid Leaves,"$ 29,869",M161,2021
3811,TL Translation Services,"$ 2,046",M161,2021
3812,21st Century 63,"$ 44,393",M161,2020
3813,AIDP Attendance Shared,"$ 142,660",M161,2020
3814,Contract for Excellence FY 09,"$ 329,290",M161,2020
3815,High Need Support for Title I,"$ 26,026",M161,2020
3816,IDEA RS IEP Para,"$ 103,302",M161,2020
3817,IDEA SBST Shared,"$ 145,632",M161,2020
3818,School Support Supplement,"$ 487,348",M161,2020
3819,Title I SWP,"$ 635,128",M161,2020
3820,Title I SWP Parent and Family Engagement,"$ 6,415",M161,2020
3821,Title I SWP Summer in the City,"$ 32,782",M161,2020
3822,Title I SWP Translation Services,"$ 3,013",M161,2020
3823,Title IIA Supplemental,"$ 127,465",M161,2020
3824,Title III Immigrant,"$ 13,719",M161,2020
3825,Title III LEP,"$ 25,422",M161,2020
3826,Title III LEP Summer in the City,"$ 53,636",M161,2020
3827,Title IV Ed Tech,"$ 18,000",M161,2020
3828,TL Arts Studio,"$ 4,325",M161,2020
3829,TL CB School Staff,"$ 90,274",M161,2020
3830,TL Computer Maintenance,"$ 5,566",M161,2020
3831,TL Continuous Improvement,"$ 15,300",M161,2020
3832,TL E&E Algebra for All,"$ 1,131",M161,2020
3833,TL E&E MS College Access OTPS,"$ 18,725",M161,2020
3834,TL E&E MS College Access PS,"$ 4,639",M161,2020
3835,TL ELA/Math Student Support,"$ 39,305",M161,2020
3836,TL Fair Student Funding,"$ 6,183,285",M161,2020
3837,TL FSF Post-IEP Support,$ 986,M161,2020
3838,TL Instructional Leadership Framework,"$ 24,888",M161,2020
3839,TL MOSL,"$ 1,700",M161,2020
3840,TL NYSTL Hardware,"$ 8,084",M161,2020
3841,TL NYSTL Library Books,"$ 4,957",M161,2020
3842,TL NYSTL Software,"$ 7,996",M161,2020
3843,TL NYSTL Textbooks,"$ 7,441",M161,2020
3844,TL Parent Coordinator,"$ 50,196",M161,2020
3845,TL Parent Coordinator OTPS,$ 500,M161,2020
3846,TL Physical Education Initiative - Cohort 2,"$ 59,052",M161,2020
3847,TL RS IEP Para,"$ 483,281",M161,2020
3848,TL RS IEP Teacher,"$ 89,472",M161,2020
3849,TL RS Mandated Counseling Shared,"$ 44,149",M161,2020
3850,TL RS Mandated Speech Shared,"$ 290,079",M161,2020
3851,TL RS Occupational Therapist PS Shared,"$ 77,181",M161,2020
3852,TL RS Speech Sixth Period Coverage,"$ 13,161",M161,2020
3853,TL SBST Shared,"$ 128,301",M161,2020
3854,TL SE Specialized Program Bilingual,"$ 153,316",M161,2020
3855,TL Summer in the City Community Schools,"$ 34,316",M161,2020
3856,TL Summer in the City Shared,"$ 47,339",M161,2020
3857,TL Summer in the City Support Shared,"$ 21,955",M161,2020
3858,TL Translation Services,"$ 1,769",M161,2020
3859,21st Century 63,"$ 43,063",M161,2019
3860,AIDP Attendance Shared,"$ 138,934",M161,2019
3861,Contract for Excellence FY 09,"$ 329,290",M161,2019
3862,IDEA RS IEP Para,"$ 178,388",M161,2019
3863,IDEA SBST Shared,"$ 140,158",M161,2019
3864,School Support Supplement,"$ 444,131",M161,2019
3865,Sequester Aid IDEA RS IEP Paras,"$ 19,060",M161,2019
3866,Sequester/2010 Census Title I SWP,"$ 27,058",M161,2019
3867,Sequester/2010 Census Title IIA,"$ 38,282",M161,2019
3868,Title I SWP,"$ 630,255",M161,2019
3869,Title I SWP Parent and Family Engagement,"$ 6,366",M161,2019
3870,Title I SWP Summer in the City,"$ 23,942",M161,2019
3871,Title I SWP Translation Services,"$ 2,942",M161,2019
3872,Title IIA Supplemental,"$ 109,172",M161,2019
3873,Title III LEP,"$ 29,390",M161,2019
